Date,V1,V2,V3,I1,I2,I3,Total kW,Total kvar,Total kVA,Total PF,Frequency
2019-9-12 8:36:32.643403,203,305,407,114,105,104,121,119,296,214,50
2019-9-12 8:36:32.709158,204,306,408,115,106,105,122,120,297,215,50
2019-9-12 8:36:32.774976,204,306,408,115,106,105,122,120,297,215,50
2019-9-12 8:36:32.841577,204,306,408,115,106,105,122,120,297,215,50
2019-9-12 8:36:32.907816,204,306,408,115,106,105,122,120,297,215,50
2019-9-12 8:36:32.972397,204,306,408,115,106,105,122,120,297,215,50
2019-9-12 8:36:33.39337,204,306,408,115,106,105,122,120,297,215,50
2019-9-12 8:36:33.105019,204,306,408,115,106,105,122,120,297,215,50
2019-9-12 8:36:33.169885,204,306,408,115,106,105,123,121,298,216,50
2019-9-12 8:36:33.235720,205,307,409,116,107,106,123,121,298,216,50
2019-9-12 8:36:33.303325,205,307,409,116,107,106,123,121,298,216,50
2019-9-12 8:36:33.371725,205,307,409,116,107,106,123,121,298,216,50
2019-9-12 8:36:33.437423,205,307,409,116,107,106,123,121,298,216,50
2019-9-12 8:36:33.503242,205,307,409,116,107,106,123,121,298,216,50
2019-9-12 8:36:33.569107,205,307,409,116,107,106,123,121,298,216,50
2019-9-12 8:36:33.638991,205,307,409,116,107,106,123,121,298,216,50
2019-9-12 8:36:33.704110,206,308,410,117,108,107,124,122,299,217,50
2019-9-12 8:36:33.770734,206,308,410,117,108,107,124,122,299,217,50
2019-9-12 8:36:33.835573,206,308,410,117,108,107,124,122,299,217,50
2019-9-12 8:36:33.901569,206,308,410,117,108,107,124,122,299,217,50
2019-9-12 8:36:33.967823,206,308,410,117,108,107,124,122,299,217,50
2019-9-12 8:36:34.33683,206,308,410,117,108,107,124,122,299,217,50
2019-9-12 8:36:34.100431,206,308,410,117,108,107,124,122,299,217,50
2019-9-12 8:36:34.164920,206,308,410,117,108,107,124,122,299,217,50
2019-9-12 8:36:34.230771,207,309,411,118,109,108,125,123,300,218,50
2019-9-12 8:36:34.297596,207,309,411,118,109,108,125,123,300,218,50
2019-9-12 8:36:34.364296,207,309,411,118,109,108,125,123,300,218,50
2019-9-12 8:36:34.430093,207,309,411,118,109,108,125,123,300,218,50
2019-9-12 8:36:34.496189,207,309,411,118,109,108,125,123,300,218,50
2019-9-12 8:36:34.562162,207,309,411,118,109,108,125,123,300,218,50
2019-9-12 8:36:34.627436,207,309,411,118,109,108,125,123,300,218,50
2019-9-12 8:36:34.693457,208,310,412,119,110,109,126,124,301,219,50
2019-9-12 8:36:34.759363,208,310,412,119,110,109,126,124,301,219,50
2019-9-12 8:36:34.826104,208,310,412,119,110,109,126,124,301,219,50
2019-9-12 8:36:34.892967,208,310,412,119,110,109,126,124,301,219,50
2019-9-12 8:36:34.958694,208,310,412,119,110,109,126,124,301,219,50
2019-9-12 8:36:35.24408,208,310,412,119,110,109,126,124,301,219,50
2019-9-12 8:36:35.90813,208,310,412,119,110,109,126,124,301,219,50
2019-9-12 8:36:35.156191,208,310,412,119,110,109,126,124,301,219,50
2019-9-12 8:36:35.221823,209,311,413,120,111,110,127,125,302,220,50
2019-9-12 8:36:35.288260,209,311,413,120,111,110,127,125,302,220,50
2019-9-12 8:36:35.353936,209,311,413,120,111,110,127,125,302,220,50
2019-9-12 8:36:35.419257,209,311,413,120,111,110,127,125,302,220,50
2019-9-12 8:36:35.485164,209,311,413,120,111,110,127,125,302,220,50
2019-9-12 8:36:35.553726,209,311,413,120,111,110,127,125,302,220,50
2019-9-12 8:36:35.618798,209,311,413,120,111,110,127,125,302,220,50
2019-9-12 8:36:35.684763,209,311,413,120,111,110,128,126,303,221,50
2019-9-12 8:36:35.763510,210,312,414,121,112,111,128,126,303,221,50
2019-9-12 8:36:35.829458,210,312,414,121,112,111,128,126,303,221,50
2019-9-12 8:36:35.895517,210,312,414,121,112,111,128,126,303,221,50
2019-9-12 8:36:35.961264,210,312,414,121,112,111,128,126,303,221,50
2019-9-12 8:36:36.27116,210,312,414,121,112,111,128,126,303,221,50
2019-9-12 8:36:36.93130,210,312,414,121,112,111,128,126,303,221,50
2019-9-12 8:36:36.159645,210,312,414,121,112,111,128,126,303,221,50
2019-9-12 8:36:36.226648,211,313,415,122,113,112,129,127,304,222,50
2019-9-12 8:36:36.292065,211,313,415,122,113,112,129,127,304,222,50
2019-9-12 8:36:36.357181,211,313,415,122,113,112,129,127,304,222,50
2019-9-12 8:36:36.422612,211,313,415,122,113,112,129,127,304,222,50
2019-9-12 8:36:36.488675,211,313,415,122,113,112,129,127,304,222,50
2019-9-12 8:36:36.554911,211,313,415,122,113,112,129,127,304,222,50
2019-9-12 8:36:36.621466,211,313,415,122,113,112,129,127,304,222,50
2019-9-12 8:36:36.686941,211,313,415,122,113,112,130,128,305,223,50
2019-9-12 8:36:36.753065,212,314,416,123,114,113,130,128,305,223,50
2019-9-12 8:36:36.818597,212,314,416,123,114,113,130,128,305,223,50
2019-9-12 8:36:36.884538,212,314,416,123,114,113,130,128,305,223,50
2019-9-12 8:36:36.952497,212,314,416,123,114,113,130,128,305,223,50
2019-9-12 8:36:37.18267,212,314,416,123,114,113,130,128,305,223,50
2019-9-12 8:36:37.84289,212,314,416,123,114,113,130,128,305,223,50
2019-9-12 8:36:37.150253,212,314,416,123,114,113,130,128,305,223,50
2019-9-12 8:36:37.216636,213,315,417,124,115,114,131,129,306,224,50
2019-9-12 8:36:37.282757,213,315,417,124,115,114,131,129,306,224,50
2019-9-12 8:36:37.348353,213,315,417,124,115,114,131,129,306,224,50
2019-9-12 8:36:37.414859,213,315,417,124,115,114,131,129,306,224,50
2019-9-12 8:36:37.481102,213,315,417,124,115,114,131,129,306,224,50
2019-9-12 8:36:37.546878,213,315,417,124,115,114,131,129,306,224,50
2019-9-12 8:36:37.612521,213,315,417,124,115,114,131,129,306,224,50
2019-9-12 8:36:37.679253,213,315,417,124,115,114,131,129,306,224,50
2019-9-12 8:36:37.744479,214,316,418,125,116,115,132,130,307,225,50
2019-9-12 8:36:37.811520,214,316,418,125,116,115,132,130,307,225,50
2019-9-12 8:36:37.877547,214,316,418,125,116,115,132,130,307,225,50
2019-9-12 8:36:37.944704,214,316,418,125,116,115,132,130,307,225,50
2019-9-12 8:36:38.9506,214,316,418,125,116,115,132,130,307,225,50
2019-9-12 8:36:38.74400,214,316,418,125,116,115,132,130,307,225,50
2019-9-12 8:36:38.140790,214,316,418,125,116,115,132,130,307,225,50
2019-9-12 8:36:38.220439,214,316,418,125,116,115,133,131,308,226,50
2019-9-12 8:36:38.285572,215,317,419,126,117,116,133,131,308,226,50
2019-9-12 8:36:38.351769,215,317,419,126,117,116,133,131,308,226,50
2019-9-12 8:36:38.417602,215,317,419,126,117,116,133,131,308,226,50
2019-9-12 8:36:38.484469,215,317,419,126,117,116,133,131,308,226,50
2019-9-12 8:36:38.550066,215,317,419,126,117,116,133,131,308,226,50
2019-9-12 8:36:38.615659,215,317,419,126,117,116,133,131,308,226,50
2019-9-12 8:36:38.681595,215,317,419,126,117,116,133,131,308,226,50
2019-9-12 8:36:38.747552,216,318,420,127,118,117,134,132,309,227,50
2019-9-12 8:36:38.813308,216,318,420,127,118,117,134,132,309,227,50
2019-9-12 8:36:38.879332,216,318,420,127,118,117,134,132,309,227,50
2019-9-12 8:36:38.944991,216,318,420,127,118,117,134,132,309,227,50
2019-9-12 8:36:39.12319,216,318,420,127,118,117,134,132,309,227,50
2019-9-12 8:36:39.77184,216,318,420,127,118,117,134,132,309,227,50
2019-9-12 8:36:39.144407,216,318,420,127,118,117,134,132,309,227,50
2019-9-12 8:36:39.211197,216,318,420,127,118,117,134,132,309,227,50
