Date,V1,V2,V3,I1,I2,I3,Total kW,Total kvar,Total kVA,Total PF,Frequency
2019-9-12 8:36:12.544893,164,266,368,75,66,65,82,80,257,175,50
2019-9-12 8:36:12.611409,164,266,368,75,66,65,82,80,257,175,50
2019-9-12 8:36:12.676239,164,266,368,75,66,65,82,80,257,175,50
2019-9-12 8:36:12.741710,164,266,368,75,66,65,82,80,257,175,50
2019-9-12 8:36:12.807310,164,266,368,75,66,65,82,80,257,175,50
2019-9-12 8:36:12.875875,165,267,369,76,67,66,83,81,258,176,50
2019-9-12 8:36:12.940261,165,267,369,76,67,66,83,81,258,176,50
2019-9-12 8:36:13.5281,165,267,369,76,67,66,83,81,258,176,50
2019-9-12 8:36:13.71610,165,267,369,76,67,66,83,81,258,176,50
2019-9-12 8:36:13.137386,165,267,369,76,67,66,83,81,258,176,50
2019-9-12 8:36:13.205917,165,267,369,76,67,66,83,81,258,176,50
2019-9-12 8:36:13.271314,165,267,369,76,67,66,83,81,258,176,50
2019-9-12 8:36:13.336691,165,267,369,76,67,66,83,81,258,176,50
2019-9-12 8:36:13.404181,166,268,370,77,68,67,84,82,259,177,50
2019-9-12 8:36:13.469626,166,268,370,77,68,67,84,82,259,177,50
2019-9-12 8:36:13.540928,166,268,370,77,68,67,84,82,259,177,50
2019-9-12 8:36:13.606525,166,268,370,77,68,67,84,82,259,177,50
2019-9-12 8:36:13.673166,166,268,370,77,68,67,84,82,259,177,50
2019-9-12 8:36:13.738418,166,268,370,77,68,67,84,82,259,177,50
2019-9-12 8:36:13.804114,166,268,370,77,68,67,84,82,259,177,50
2019-9-12 8:36:13.869728,166,268,370,77,68,67,85,83,260,178,50
2019-9-12 8:36:13.934757,167,269,371,78,69,68,85,83,260,178,50
2019-9-12 8:36:13.999323,167,269,371,78,69,68,85,83,260,178,50
2019-9-12 8:36:14.65940,167,269,371,78,69,68,85,83,260,178,50
2019-9-12 8:36:14.140493,167,269,371,78,69,68,85,83,260,178,50
2019-9-12 8:36:14.205242,167,269,371,78,69,68,85,83,260,178,50
2019-9-12 8:36:14.270901,167,269,371,78,69,68,85,83,260,178,50
2019-9-12 8:36:14.336926,167,269,371,78,69,68,85,83,260,178,50
2019-9-12 8:36:14.402439,168,270,372,79,70,69,86,84,261,179,50
2019-9-12 8:36:14.468659,168,270,372,79,70,69,86,84,261,179,50
2019-9-12 8:36:14.535276,168,270,372,79,70,69,86,84,261,179,50
2019-9-12 8:36:14.601261,168,270,372,79,70,69,86,84,261,179,50
2019-9-12 8:36:14.667069,168,270,372,79,70,69,86,84,261,179,50
2019-9-12 8:36:14.733211,168,270,372,79,70,69,86,84,261,179,50
2019-9-12 8:36:14.798840,168,270,372,79,70,69,86,84,261,179,50
2019-9-12 8:36:14.865834,168,270,372,79,70,69,86,84,261,179,50
2019-9-12 8:36:14.932972,169,271,373,80,71,70,87,85,262,180,50
2019-9-12 8:36:14.998587,169,271,373,80,71,70,87,85,262,180,50
2019-9-12 8:36:15.70706,169,271,373,80,71,70,87,85,262,180,50
2019-9-12 8:36:15.136557,169,271,373,80,71,70,87,85,262,180,50
2019-9-12 8:36:15.204277,169,271,373,80,71,70,87,85,262,180,50
2019-9-12 8:36:15.270402,169,271,373,80,71,70,87,85,262,180,50
2019-9-12 8:36:15.348908,169,271,373,80,71,70,87,85,262,180,50
2019-9-12 8:36:15.415453,170,272,374,81,72,71,88,86,263,181,50
2019-9-12 8:36:15.479687,170,272,374,81,72,71,88,86,263,181,50
2019-9-12 8:36:15.548736,170,272,374,81,72,71,88,86,263,181,50
2019-9-12 8:36:15.622030,170,272,374,81,72,71,88,86,263,181,50
2019-9-12 8:36:15.687753,170,272,374,81,72,71,88,86,263,181,50
2019-9-12 8:36:15.753842,170,272,374,81,72,71,88,86,263,181,50
2019-9-12 8:36:15.819446,170,272,374,81,72,71,88,86,263,181,50
2019-9-12 8:36:15.885333,170,272,374,81,72,71,89,87,264,182,50
2019-9-12 8:36:15.950983,171,273,375,82,73,72,89,87,264,182,50
2019-9-12 8:36:16.16934,171,273,375,82,73,72,89,87,264,182,50
2019-9-12 8:36:16.82476,171,273,375,82,73,72,89,87,264,182,50
2019-9-12 8:36:16.149083,171,273,375,82,73,72,89,87,264,182,50
2019-9-12 8:36:16.213500,171,273,375,82,73,72,89,87,264,182,50
2019-9-12 8:36:16.402241,171,273,375,82,73,72,89,87,264,182,50
