Date,V1,V2,V3,I1,I2,I3,Total kW,Total kvar,Total kVA,Total PF,Frequency
2019-9-12 8:36:52.547253,243,345,447,154,145,144,161,159,336,254,50
2019-9-12 8:36:52.613130,243,345,447,154,145,144,161,159,336,254,50
2019-9-12 8:36:52.680724,243,345,447,154,145,144,161,159,336,254,50
2019-9-12 8:36:52.745452,243,345,447,154,145,144,161,159,336,254,50
2019-9-12 8:36:52.810494,243,345,447,154,145,144,161,159,336,254,50
2019-9-12 8:36:52.876408,243,345,447,154,145,144,161,159,336,254,50
2019-9-12 8:36:52.942871,244,346,448,155,146,145,162,160,337,255,50
2019-9-12 8:36:53.9686,244,346,448,155,146,145,162,160,337,255,50
2019-9-12 8:36:53.75485,244,346,448,155,146,145,162,160,337,255,50
2019-9-12 8:36:53.141659,244,346,448,155,146,145,162,160,337,255,50
2019-9-12 8:36:53.206375,244,346,448,155,146,145,162,160,337,255,50
2019-9-12 8:36:53.272376,244,346,448,155,146,145,162,160,337,255,50
2019-9-12 8:36:53.338785,244,346,448,155,146,145,162,160,337,255,50
2019-9-12 8:36:53.406027,244,346,448,155,146,145,162,160,337,255,50
2019-9-12 8:36:53.470922,245,347,449,156,147,146,163,161,338,256,50
2019-9-12 8:36:53.540286,245,347,449,156,147,146,163,161,338,256,50
2019-9-12 8:36:53.605990,245,347,449,156,147,146,163,161,338,256,50
2019-9-12 8:36:53.671570,245,347,449,156,147,146,163,161,338,256,50
2019-9-12 8:36:53.737485,245,347,449,156,147,146,163,161,338,256,50
2019-9-12 8:36:53.804345,245,347,449,156,147,146,163,161,338,256,50
2019-9-12 8:36:53.870659,245,347,449,156,147,146,163,161,338,256,50
2019-9-12 8:36:53.936224,246,348,450,157,148,147,164,162,339,257,50
2019-9-12 8:36:54.1821,246,348,450,157,148,147,164,162,339,257,50
2019-9-12 8:36:54.80402,246,348,450,157,148,147,164,162,339,257,50
2019-9-12 8:36:54.146810,246,348,450,157,148,147,164,162,339,257,50
2019-9-12 8:36:54.214624,246,348,450,157,148,147,164,162,339,257,50
2019-9-12 8:36:54.279446,246,348,450,157,148,147,164,162,339,257,50
2019-9-12 8:36:54.345941,246,348,450,157,148,147,164,162,339,257,50
2019-9-12 8:36:54.412615,246,348,450,157,148,147,165,163,340,258,50
2019-9-12 8:36:54.479502,247,349,451,158,149,148,165,163,340,258,50
2019-9-12 8:36:54.545326,247,349,451,158,149,148,165,163,340,258,50
2019-9-12 8:36:54.611215,247,349,451,158,149,148,165,163,340,258,50
2019-9-12 8:36:54.676952,247,349,451,158,149,148,165,163,340,258,50
2019-9-12 8:36:54.743004,247,349,451,158,149,148,165,163,340,258,50
2019-9-12 8:36:54.808572,247,349,451,158,149,148,165,163,340,258,50
2019-9-12 8:36:54.874644,247,349,451,158,149,148,165,163,340,258,50
2019-9-12 8:36:54.942537,247,349,451,158,149,148,166,164,341,259,50
2019-9-12 8:36:55.8104,248,350,452,159,150,149,166,164,341,259,50
2019-9-12 8:36:55.76212,248,350,452,159,150,149,166,164,341,259,50
2019-9-12 8:36:55.141751,248,350,452,159,150,149,166,164,341,259,50
2019-9-12 8:36:55.207713,248,350,452,159,150,149,166,164,341,259,50
2019-9-12 8:36:55.273336,248,350,452,159,150,149,166,164,341,259,50
2019-9-12 8:36:55.339233,248,350,452,159,150,149,166,164,341,259,50
2019-9-12 8:36:55.406441,248,350,452,159,150,149,166,164,341,259,50
2019-9-12 8:36:55.472386,249,351,453,160,151,150,167,165,342,260,50
2019-9-12 8:36:55.537788,249,351,453,160,151,150,167,165,342,260,50
2019-9-12 8:36:55.604294,249,351,453,160,151,150,167,165,342,260,50
2019-9-12 8:36:55.669382,249,351,453,160,151,150,167,165,342,260,50
2019-9-12 8:36:55.735353,249,351,453,160,151,150,167,165,342,260,50
2019-9-12 8:36:55.801705,249,351,453,160,151,150,167,165,342,260,50
2019-9-12 8:36:55.872425,249,351,453,160,151,150,167,165,342,260,50
2019-9-12 8:36:55.936970,249,351,453,160,151,150,168,166,343,261,50
2019-9-12 8:36:56.3142,250,352,454,161,152,151,168,166,343,261,50
2019-9-12 8:36:56.68727,250,352,454,161,152,151,168,166,343,261,50
2019-9-12 8:36:56.134602,250,352,454,161,152,151,168,166,343,261,50
2019-9-12 8:36:56.200033,250,352,454,161,152,151,168,166,343,261,50
2019-9-12 8:36:56.265112,250,352,454,161,152,151,168,166,343,261,50
2019-9-12 8:36:56.331673,250,352,454,161,152,151,168,166,343,261,50
2019-9-12 8:36:56.397592,250,352,454,161,152,151,168,166,343,261,50
2019-9-12 8:36:56.463546,250,352,454,161,152,151,169,167,344,262,50
2019-9-12 8:36:56.529231,251,353,455,162,153,152,169,167,344,262,50
2019-9-12 8:36:56.595029,251,353,455,162,153,152,169,167,344,262,50
2019-9-12 8:36:56.661420,251,353,455,162,153,152,169,167,344,262,50
2019-9-12 8:36:56.726634,251,353,455,162,153,152,169,167,344,262,50
2019-9-12 8:36:56.792916,251,353,455,162,153,152,169,167,344,262,50
2019-9-12 8:36:56.859335,251,353,455,162,153,152,169,167,344,262,50
2019-9-12 8:36:56.925527,251,353,455,162,153,152,169,167,344,262,50
2019-9-12 8:36:56.991177,252,354,456,163,154,153,170,168,345,263,50
2019-9-12 8:36:57.57094,252,354,456,163,154,153,170,168,345,263,50
2019-9-12 8:36:57.123087,252,354,456,163,154,153,170,168,345,263,50
2019-9-12 8:36:57.188618,252,354,456,163,154,153,170,168,345,263,50
