Date,V1,V2,V3,I1,I2,I3,Total kW,Total kvar,Total kVA,Total PF,Frequency
2019-9-12 8:35:59.225975,138,240,342,49,40,39,56,54,231,149,50
2019-9-12 8:35:59.322202,138,240,342,49,40,39,56,54,231,149,50
2019-9-12 8:35:59.392988,138,240,342,49,40,39,56,54,231,149,50
2019-9-12 8:35:59.458669,138,240,342,49,40,39,56,54,231,149,50
2019-9-12 8:35:59.524243,138,240,342,49,40,39,56,54,231,149,50
2019-9-12 8:35:59.589953,138,240,342,49,40,39,56,54,231,149,50
2019-9-12 8:35:59.662726,138,240,342,49,40,39,56,54,231,149,50
2019-9-12 8:35:59.728961,139,241,343,50,41,40,57,55,232,150,50
2019-9-12 8:35:59.794441,139,241,343,50,41,40,57,55,232,150,50
2019-9-12 8:35:59.860322,139,241,343,50,41,40,57,55,232,150,50
2019-9-12 8:35:59.926019,139,241,343,50,41,40,57,55,232,150,50
2019-9-12 8:36:0.7512,139,241,343,50,41,40,57,55,232,150,50
2019-9-12 8:36:0.71006,139,241,343,50,41,40,57,55,232,150,50
2019-9-12 8:36:0.136541,139,241,343,50,41,40,57,55,232,150,50
2019-9-12 8:36:0.202349,140,242,344,51,42,41,58,56,233,151,50
2019-9-12 8:36:0.268448,140,242,344,51,42,41,58,56,233,151,50
2019-9-12 8:36:0.334273,140,242,344,51,42,41,58,56,233,151,50
2019-9-12 8:36:0.400299,140,242,344,51,42,41,58,56,233,151,50
2019-9-12 8:36:0.465920,140,242,344,51,42,41,58,56,233,151,50
2019-9-12 8:36:0.532445,140,242,344,51,42,41,58,56,233,151,50
2019-9-12 8:36:0.597281,140,242,344,51,42,41,58,56,233,151,50
2019-9-12 8:36:0.663966,140,242,344,51,42,41,58,56,233,151,50
2019-9-12 8:36:0.730295,141,243,345,52,43,42,59,57,234,152,50
2019-9-12 8:36:0.796416,141,243,345,52,43,42,59,57,234,152,50
2019-9-12 8:36:0.861902,141,243,345,52,43,42,59,57,234,152,50
2019-9-12 8:36:0.927502,141,243,345,52,43,42,59,57,234,152,50
2019-9-12 8:36:0.993254,141,243,345,52,43,42,59,57,234,152,50
2019-9-12 8:36:1.59054,141,243,345,52,43,42,59,57,234,152,50
