Date,V1,V2,V3,I1,I2,I3,Total kW,Total kvar,Total kVA,Total PF,Frequency
2019-9-12 2:53:39.219792,11897,11999,12101,11808,11799,11798,11815,11813,11990,11908,50
2019-9-12 2:53:39.284629,11897,11999,12101,11808,11799,11798,11815,11813,11990,11908,50
2019-9-12 2:53:39.350264,11897,11999,12101,11808,11799,11798,11815,11813,11990,11908,50
2019-9-12 2:53:39.416186,11897,11999,12101,11808,11799,11798,11815,11813,11990,11908,50
2019-9-12 2:53:39.481927,11897,11999,12101,11808,11799,11798,11815,11813,11990,11908,50
2019-9-12 2:53:39.549504,11897,11999,12101,11808,11799,11798,11815,11813,11990,11908,50
2019-9-12 2:53:39.613675,11898,12000,12102,11809,11800,11799,11816,11814,11991,11909,50
2019-9-12 2:53:39.679685,11898,12000,12102,11809,11800,11799,11816,11814,11991,11909,50
2019-9-12 2:53:39.745176,11898,12000,12102,11809,11800,11799,11816,11814,11991,11909,50
2019-9-12 2:53:39.811322,11898,12000,12102,11809,11800,11799,11816,11814,11991,11909,50
2019-9-12 2:53:39.875048,11898,12000,12102,11809,11800,11799,11816,11814,11991,11909,50
2019-9-12 2:53:39.940114,11898,12000,12102,11809,11800,11799,11816,11814,11991,11909,50
2019-9-12 2:53:40.5671,11898,12000,12102,11809,11800,11799,11816,11814,11991,11909,50
2019-9-12 2:53:40.71466,11898,12000,12102,11809,11800,11799,11816,11814,11991,11909,50
2019-9-12 2:53:40.137759,11899,12001,12103,11810,11801,11800,11817,11815,11992,11910,50
2019-9-12 2:53:40.213171,11899,12001,12103,11810,11801,11800,11817,11815,11992,11910,50
2019-9-12 2:53:40.292205,11899,12001,12103,11810,11801,11800,11817,11815,11992,11910,50
2019-9-12 2:53:40.357846,11899,12001,12103,11810,11801,11800,11817,11815,11992,11910,50
2019-9-12 2:53:40.427695,11899,12001,12103,11810,11801,11800,11817,11815,11992,11910,50
2019-9-12 2:53:40.495646,11899,12001,12103,11810,11801,11800,11817,11815,11992,11910,50
2019-9-12 2:53:40.561370,11899,12001,12103,11810,11801,11800,11817,11815,11992,11910,50
2019-9-12 2:53:40.630308,11900,12002,12104,11811,11802,11801,11818,11816,11993,11911,50
2019-9-12 2:53:40.699006,11900,12002,12104,11811,11802,11801,11818,11816,11993,11911,50
2019-9-12 2:53:40.768722,11900,12002,12104,11811,11802,11801,11818,11816,11993,11911,50
2019-9-12 2:53:40.844255,11900,12002,12104,11811,11802,11801,11818,11816,11993,11911,50
2019-9-12 2:53:40.910061,11900,12002,12104,11811,11802,11801,11818,11816,11993,11911,50
2019-9-12 2:53:40.978315,11900,12002,12104,11811,11802,11801,11818,11816,11993,11911,50
2019-9-12 2:53:41.44111,11900,12002,12104,11811,11802,11801,11818,11816,11993,11911,50
2019-9-12 2:53:41.109899,11900,12002,12104,11811,11802,11801,11819,11817,11994,11912,50
2019-9-12 2:53:41.177312,11901,12003,12105,11812,11803,11802,11819,11817,11994,11912,50
2019-9-12 2:53:41.250740,11901,12003,12105,11812,11803,11802,11819,11817,11994,11912,50
2019-9-12 2:53:41.319893,11901,12003,12105,11812,11803,11802,11819,11817,11994,11912,50
2019-9-12 2:53:41.385457,11901,12003,12105,11812,11803,11802,11819,11817,11994,11912,50
2019-9-12 2:53:41.451192,11901,12003,12105,11812,11803,11802,11819,11817,11994,11912,50
2019-9-12 2:53:41.516896,11901,12003,12105,11812,11803,11802,11819,11817,11994,11912,50
2019-9-12 2:53:41.584104,11901,12003,12105,11812,11803,11802,11819,11817,11994,11912,50
2019-9-12 2:53:41.655841,11902,12004,12106,11813,11804,11803,11820,11818,11995,11913,50
2019-9-12 2:53:41.721684,11902,12004,12106,11813,11804,11803,11820,11818,11995,11913,50
2019-9-12 2:53:41.787323,11902,12004,12106,11813,11804,11803,11820,11818,11995,11913,50
2019-9-12 2:53:41.856055,11902,12004,12106,11813,11804,11803,11820,11818,11995,11913,50
2019-9-12 2:53:41.922131,11902,12004,12106,11813,11804,11803,11820,11818,11995,11913,50
2019-9-12 2:53:41.990926,11902,12004,12106,11813,11804,11803,11820,11818,11995,11913,50
2019-9-12 2:53:42.56715,11902,12004,12106,11813,11804,11803,11820,11818,11995,11913,50
2019-9-12 2:53:42.122303,11902,12004,12106,11813,11804,11803,11821,11819,11996,11914,50
2019-9-12 2:53:42.190112,11903,12005,12107,11814,11805,11804,11821,11819,11996,11914,50
2019-9-12 2:53:42.255794,11903,12005,12107,11814,11805,11804,11821,11819,11996,11914,50
2019-9-12 2:53:42.321592,11903,12005,12107,11814,11805,11804,11821,11819,11996,11914,50
2019-9-12 2:53:42.387458,11903,12005,12107,11814,11805,11804,11821,11819,11996,11914,50
2019-9-12 2:53:42.453331,11903,12005,12107,11814,11805,11804,11821,11819,11996,11914,50
2019-9-12 2:53:42.519546,11903,12005,12107,11814,11805,11804,11821,11819,11996,11914,50
2019-9-12 2:53:42.599047,11903,12005,12107,11814,11805,11804,11821,11819,11996,11914,50
2019-9-12 2:53:42.665554,11904,12006,12108,11815,11806,11805,11822,11820,11997,11915,50
2019-9-12 2:53:42.730662,11904,12006,12108,11815,11806,11805,11822,11820,11997,11915,50
2019-9-12 2:53:42.797524,11904,12006,12108,11815,11806,11805,11822,11820,11997,11915,50
2019-9-12 2:53:42.863639,11904,12006,12108,11815,11806,11805,11822,11820,11997,11915,50
2019-9-12 2:53:42.928879,11904,12006,12108,11815,11806,11805,11822,11820,11997,11915,50
2019-9-12 2:53:42.994887,11904,12006,12108,11815,11806,11805,11822,11820,11997,11915,50
2019-9-12 2:53:43.60617,11904,12006,12108,11815,11806,11805,11822,11820,11997,11915,50
2019-9-12 2:53:43.126378,11904,12006,12108,11815,11806,11805,11823,11821,11998,11916,50
2019-9-12 2:53:43.192360,11905,12007,12109,11816,11807,11806,11823,11821,11998,11916,50
2019-9-12 2:53:43.260069,11905,12007,12109,11816,11807,11806,11823,11821,11998,11916,50
2019-9-12 2:53:43.325974,11905,12007,12109,11816,11807,11806,11823,11821,11998,11916,50
2019-9-12 2:53:43.391990,11905,12007,12109,11816,11807,11806,11823,11821,11998,11916,50
2019-9-12 2:53:43.457626,11905,12007,12109,11816,11807,11806,11823,11821,11998,11916,50
2019-9-12 2:53:43.524562,11905,12007,12109,11816,11807,11806,11823,11821,11998,11916,50
2019-9-12 2:53:43.590313,11905,12007,12109,11816,11807,11806,11823,11821,11998,11916,50
2019-9-12 2:53:43.656707,11906,12008,12110,11817,11808,11807,11824,11822,11999,11917,50
2019-9-12 2:53:43.724430,11906,12008,12110,11817,11808,11807,11824,11822,11999,11917,50
2019-9-12 2:53:43.789702,11906,12008,12110,11817,11808,11807,11824,11822,11999,11917,50
2019-9-12 2:53:43.858422,11906,12008,12110,11817,11808,11807,11824,11822,11999,11917,50
2019-9-12 2:53:43.924857,11906,12008,12110,11817,11808,11807,11824,11822,11999,11917,50
2019-9-12 2:53:43.998189,11906,12008,12110,11817,11808,11807,11824,11822,11999,11917,50
2019-9-12 2:53:44.68157,11906,12008,12110,11817,11808,11807,11824,11822,11999,11917,50
2019-9-12 2:53:44.133918,11906,12008,12110,11817,11808,11807,11824,11822,11999,11917,50
2019-9-12 2:53:44.199582,11907,12009,12111,11818,11809,11808,11825,11823,12000,11918,50
2019-9-12 2:53:44.265424,11907,12009,12111,11818,11809,11808,11825,11823,12000,11918,50
2019-9-12 2:53:44.333333,11907,12009,12111,11818,11809,11808,11825,11823,12000,11918,50
2019-9-12 2:53:44.399487,11907,12009,12111,11818,11809,11808,11825,11823,12000,11918,50
2019-9-12 2:53:44.464920,11907,12009,12111,11818,11809,11808,11825,11823,12000,11918,50
2019-9-12 2:53:44.531367,11907,12009,12111,11818,11809,11808,11825,11823,12000,11918,50
2019-9-12 2:53:44.596514,11907,12009,12111,11818,11809,11808,11825,11823,12000,11918,50
2019-9-12 2:53:44.662282,11907,12009,12111,11818,11809,11808,11826,11824,12001,11919,50
2019-9-12 2:53:44.728572,11908,12010,12112,11819,11810,11809,11826,11824,12001,11919,50
2019-9-12 2:53:44.794472,11908,12010,12112,11819,11810,11809,11826,11824,12001,11919,50
2019-9-12 2:53:44.859945,11908,12010,12112,11819,11810,11809,11826,11824,12001,11919,50
2019-9-12 2:53:44.925587,11908,12010,12112,11819,11810,11809,11826,11824,12001,11919,50
2019-9-12 2:53:44.997455,11908,12010,12112,11819,11810,11809,11826,11824,12001,11919,50
2019-9-12 2:53:45.63222,11908,12010,12112,11819,11810,11809,11826,11824,12001,11919,50
2019-9-12 2:53:45.129531,11908,12010,12112,11819,11810,11809,11826,11824,12001,11919,50
2019-9-12 2:53:45.195168,11909,12011,12113,11820,11811,11810,11827,11825,12002,11920,50
2019-9-12 2:53:45.260672,11909,12011,12113,11820,11811,11810,11827,11825,12002,11920,50
2019-9-12 2:53:45.327616,11909,12011,12113,11820,11811,11810,11827,11825,12002,11920,50
2019-9-12 2:53:45.393480,11909,12011,12113,11820,11811,11810,11827,11825,12002,11920,50
2019-9-12 2:53:45.459513,11909,12011,12113,11820,11811,11810,11827,11825,12002,11920,50
2019-9-12 2:53:45.526263,11909,12011,12113,11820,11811,11810,11827,11825,12002,11920,50
2019-9-12 2:53:45.592528,11909,12011,12113,11820,11811,11810,11827,11825,12002,11920,50
2019-9-12 2:53:45.657746,11909,12011,12113,11820,11811,11810,11827,11825,12002,11920,50
2019-9-12 2:53:45.723665,11910,12012,12114,11821,11812,11811,11828,11826,12003,11921,50
2019-9-12 2:53:45.794171,11910,12012,12114,11821,11812,11811,11828,11826,12003,11921,50
2019-9-12 2:53:45.860663,11910,12012,12114,11821,11812,11811,11828,11826,12003,11921,50
