Date,V1,V2,V3,I1,I2,I3,Total kW,Total kvar,Total kVA,Total PF,Frequency
2019-9-12 2:53:59.384793,11937,12039,12141,11848,11839,11838,11855,11853,12030,11948,50
2019-9-12 2:53:59.451933,11937,12039,12141,11848,11839,11838,11855,11853,12030,11948,50
2019-9-12 2:53:59.515676,11937,12039,12141,11848,11839,11838,11855,11853,12030,11948,50
2019-9-12 2:53:59.581412,11937,12039,12141,11848,11839,11838,11855,11853,12030,11948,50
2019-9-12 2:53:59.645334,11937,12039,12141,11848,11839,11838,11855,11853,12030,11948,50
2019-9-12 2:53:59.708202,11937,12039,12141,11848,11839,11838,11855,11853,12030,11948,50
2019-9-12 2:53:59.777408,11937,12039,12141,11848,11839,11838,11855,11853,12030,11948,50
2019-9-12 2:53:59.839669,11937,12039,12141,11848,11839,11838,11855,11853,12030,11948,50
2019-9-12 2:53:59.905619,11938,12040,12142,11849,11840,11839,11856,11854,12031,11949,50
2019-9-12 2:53:59.971235,11938,12040,12142,11849,11840,11839,11856,11854,12031,11949,50
2019-9-12 2:54:0.36732,11938,12040,12142,11849,11840,11839,11856,11854,12031,11949,50
2019-9-12 2:54:0.102402,11938,12040,12142,11849,11840,11839,11856,11854,12031,11949,50
2019-9-12 2:54:0.168432,11938,12040,12142,11849,11840,11839,11856,11854,12031,11949,50
2019-9-12 2:54:0.234503,11938,12040,12142,11849,11840,11839,11856,11854,12031,11949,50
2019-9-12 2:54:0.299895,11938,12040,12142,11849,11840,11839,11856,11854,12031,11949,50
2019-9-12 2:54:0.369593,11938,12040,12142,11849,11840,11839,11857,11855,12032,11950,50
2019-9-12 2:54:0.439402,11939,12041,12143,11850,11841,11840,11857,11855,12032,11950,50
2019-9-12 2:54:0.507633,11939,12041,12143,11850,11841,11840,11857,11855,12032,11950,50
2019-9-12 2:54:0.574946,11939,12041,12143,11850,11841,11840,11857,11855,12032,11950,50
2019-9-12 2:54:0.641267,11939,12041,12143,11850,11841,11840,11857,11855,12032,11950,50
2019-9-12 2:54:0.708312,11939,12041,12143,11850,11841,11840,11857,11855,12032,11950,50
2019-9-12 2:54:0.774512,11939,12041,12143,11850,11841,11840,11857,11855,12032,11950,50
2019-9-12 2:54:0.842908,11939,12041,12143,11850,11841,11840,11857,11855,12032,11950,50
2019-9-12 2:54:0.910694,11940,12042,12144,11851,11842,11841,11858,11856,12033,11951,50
2019-9-12 2:54:0.976814,11940,12042,12144,11851,11842,11841,11858,11856,12033,11951,50
2019-9-12 2:54:1.42192,11940,12042,12144,11851,11842,11841,11858,11856,12033,11951,50
2019-9-12 2:54:1.108181,11940,12042,12144,11851,11842,11841,11858,11856,12033,11951,50
2019-9-12 2:54:1.181097,11940,12042,12144,11851,11842,11841,11858,11856,12033,11951,50
2019-9-12 2:54:1.249719,11940,12042,12144,11851,11842,11841,11858,11856,12033,11951,50
2019-9-12 2:54:1.317944,11940,12042,12144,11851,11842,11841,11858,11856,12033,11951,50
2019-9-12 2:54:1.383272,11940,12042,12144,11851,11842,11841,11859,11857,12034,11952,50
2019-9-12 2:54:1.449200,11941,12043,12145,11852,11843,11842,11859,11857,12034,11952,50
2019-9-12 2:54:1.519089,11941,12043,12145,11852,11843,11842,11859,11857,12034,11952,50
2019-9-12 2:54:1.592758,11941,12043,12145,11852,11843,11842,11859,11857,12034,11952,50
2019-9-12 2:54:1.658480,11941,12043,12145,11852,11843,11842,11859,11857,12034,11952,50
2019-9-12 2:54:1.726062,11941,12043,12145,11852,11843,11842,11859,11857,12034,11952,50
2019-9-12 2:54:1.791549,11941,12043,12145,11852,11843,11842,11859,11857,12034,11952,50
2019-9-12 2:54:1.859110,11941,12043,12145,11852,11843,11842,11859,11857,12034,11952,50
2019-9-12 2:54:1.923973,11942,12044,12146,11853,11844,11843,11860,11858,12035,11953,50
2019-9-12 2:54:1.997552,11942,12044,12146,11853,11844,11843,11860,11858,12035,11953,50
2019-9-12 2:54:2.61914,11942,12044,12146,11853,11844,11843,11860,11858,12035,11953,50
2019-9-12 2:54:2.139894,11942,12044,12146,11853,11844,11843,11860,11858,12035,11953,50
2019-9-12 2:54:2.205334,11942,12044,12146,11853,11844,11843,11860,11858,12035,11953,50
2019-9-12 2:54:2.271559,11942,12044,12146,11853,11844,11843,11860,11858,12035,11953,50
2019-9-12 2:54:2.336690,11942,12044,12146,11853,11844,11843,11860,11858,12035,11953,50
2019-9-12 2:54:2.403073,11942,12044,12146,11853,11844,11843,11861,11859,12036,11954,50
2019-9-12 2:54:2.469761,11943,12045,12147,11854,11845,11844,11861,11859,12036,11954,50
2019-9-12 2:54:2.535291,11943,12045,12147,11854,11845,11844,11861,11859,12036,11954,50
2019-9-12 2:54:2.601157,11943,12045,12147,11854,11845,11844,11861,11859,12036,11954,50
2019-9-12 2:54:2.680744,11943,12045,12147,11854,11845,11844,11861,11859,12036,11954,50
2019-9-12 2:54:2.747161,11943,12045,12147,11854,11845,11844,11861,11859,12036,11954,50
2019-9-12 2:54:2.812897,11943,12045,12147,11854,11845,11844,11861,11859,12036,11954,50
2019-9-12 2:54:2.878780,11943,12045,12147,11854,11845,11844,11861,11859,12036,11954,50
2019-9-12 2:54:2.944470,11944,12046,12148,11855,11846,11845,11862,11860,12037,11955,50
2019-9-12 2:54:3.10010,11944,12046,12148,11855,11846,11845,11862,11860,12037,11955,50
2019-9-12 2:54:3.93586,11944,12046,12148,11855,11846,11845,11862,11860,12037,11955,50
2019-9-12 2:54:3.159865,11944,12046,12148,11855,11846,11845,11862,11860,12037,11955,50
2019-9-12 2:54:3.230314,11944,12046,12148,11855,11846,11845,11862,11860,12037,11955,50
2019-9-12 2:54:3.296243,11944,12046,12148,11855,11846,11845,11862,11860,12037,11955,50
2019-9-12 2:54:3.361911,11944,12046,12148,11855,11846,11845,11862,11860,12037,11955,50
2019-9-12 2:54:3.429778,11945,12047,12149,11856,11847,11846,11863,11861,12038,11956,50
2019-9-12 2:54:3.496719,11945,12047,12149,11856,11847,11846,11863,11861,12038,11956,50
2019-9-12 2:54:3.562355,11945,12047,12149,11856,11847,11846,11863,11861,12038,11956,50
2019-9-12 2:54:3.628800,11945,12047,12149,11856,11847,11846,11863,11861,12038,11956,50
2019-9-12 2:54:3.694318,11945,12047,12149,11856,11847,11846,11863,11861,12038,11956,50
2019-9-12 2:54:3.759860,11945,12047,12149,11856,11847,11846,11863,11861,12038,11956,50
2019-9-12 2:54:3.825928,11945,12047,12149,11856,11847,11846,11863,11861,12038,11956,50
2019-9-12 2:54:3.893602,11945,12047,12149,11856,11847,11846,11863,11861,12038,11956,50
2019-9-12 2:54:3.965485,11946,12048,12150,11857,11848,11847,11864,11862,12039,11957,50
2019-9-12 2:54:4.31901,11946,12048,12150,11857,11848,11847,11864,11862,12039,11957,50
2019-9-12 2:54:4.97072,11946,12048,12150,11857,11848,11847,11864,11862,12039,11957,50
2019-9-12 2:54:4.167768,11946,12048,12150,11857,11848,11847,11864,11862,12039,11957,50
2019-9-12 2:54:4.240569,11946,12048,12150,11857,11848,11847,11864,11862,12039,11957,50
2019-9-12 2:54:4.306357,11946,12048,12150,11857,11848,11847,11864,11862,12039,11957,50
2019-9-12 2:54:4.380191,11946,12048,12150,11857,11848,11847,11864,11862,12039,11957,50
2019-9-12 2:54:4.449083,11947,12049,12151,11858,11849,11848,11865,11863,12040,11958,50
2019-9-12 2:54:4.514901,11947,12049,12151,11858,11849,11848,11865,11863,12040,11958,50
2019-9-12 2:54:4.580688,11947,12049,12151,11858,11849,11848,11865,11863,12040,11958,50
2019-9-12 2:54:4.646645,11947,12049,12151,11858,11849,11848,11865,11863,12040,11958,50
2019-9-12 2:54:4.715321,11947,12049,12151,11858,11849,11848,11865,11863,12040,11958,50
2019-9-12 2:54:4.781626,11947,12049,12151,11858,11849,11848,11865,11863,12040,11958,50
2019-9-12 2:54:4.847229,11947,12049,12151,11858,11849,11848,11865,11863,12040,11958,50
2019-9-12 2:54:4.918891,11947,12049,12151,11858,11849,11848,11865,11863,12040,11958,50
2019-9-12 2:54:4.990684,11948,12050,12152,11859,11850,11849,11866,11864,12041,11959,50
2019-9-12 2:54:5.56591,11948,12050,12152,11859,11850,11849,11866,11864,12041,11959,50
2019-9-12 2:54:5.124198,11948,12050,12152,11859,11850,11849,11866,11864,12041,11959,50
