Date,V1,V2,V3,I1,I2,I3,Total kW,Total kvar,Total kVA,Total PF,Frequency
2019-9-12 8:37:5.829436,269,371,473,180,171,170,187,185,362,280,50
2019-9-12 8:37:5.901664,269,371,473,180,171,170,187,185,362,280,50
2019-9-12 8:37:5.965973,269,371,473,180,171,170,187,185,362,280,50
2019-9-12 8:37:6.31945,269,371,473,180,171,170,187,185,362,280,50
2019-9-12 8:37:6.98165,270,372,474,181,172,171,188,186,363,281,50
2019-9-12 8:37:6.163626,270,372,474,181,172,171,188,186,363,281,50
2019-9-12 8:37:6.229446,270,372,474,181,172,171,188,186,363,281,50
2019-9-12 8:37:6.295258,270,372,474,181,172,171,188,186,363,281,50
2019-9-12 8:37:6.365997,270,372,474,181,172,171,188,186,363,281,50
2019-9-12 8:37:6.432313,270,372,474,181,172,171,188,186,363,281,50
2019-9-12 8:37:6.497578,270,372,474,181,172,171,188,186,363,281,50
2019-9-12 8:37:6.564669,270,372,474,181,172,171,188,186,363,281,50
2019-9-12 8:37:6.633944,271,373,475,182,173,172,189,187,364,282,50
2019-9-12 8:37:6.701048,271,373,475,182,173,172,189,187,364,282,50
2019-9-12 8:37:6.765481,271,373,475,182,173,172,189,187,364,282,50
2019-9-12 8:37:6.835584,271,373,475,182,173,172,189,187,364,282,50
2019-9-12 8:37:6.901376,271,373,475,182,173,172,189,187,364,282,50
2019-9-12 8:37:6.966905,271,373,475,182,173,172,189,187,364,282,50
2019-9-12 8:37:7.32745,271,373,475,182,173,172,189,187,364,282,50
2019-9-12 8:37:7.98472,271,373,475,182,173,172,190,188,365,283,50
2019-9-12 8:37:7.164610,272,374,476,183,174,173,190,188,365,283,50
2019-9-12 8:37:7.232606,272,374,476,183,174,173,190,188,365,283,50
2019-9-12 8:37:7.297398,272,374,476,183,174,173,190,188,365,283,50
2019-9-12 8:37:7.362852,272,374,476,183,174,173,190,188,365,283,50
2019-9-12 8:37:7.428788,272,374,476,183,174,173,190,188,365,283,50
2019-9-12 8:37:7.494521,272,374,476,183,174,173,190,188,365,283,50
2019-9-12 8:37:7.561481,272,374,476,183,174,173,190,188,365,283,50
2019-9-12 8:37:7.627452,273,375,477,184,175,174,191,189,366,284,50
2019-9-12 8:37:7.692945,273,375,477,184,175,174,191,189,366,284,50
2019-9-12 8:37:7.759522,273,375,477,184,175,174,191,189,366,284,50
2019-9-12 8:37:7.824785,273,375,477,184,175,174,191,189,366,284,50
2019-9-12 8:37:7.890774,273,375,477,184,175,174,191,189,366,284,50
2019-9-12 8:37:7.958172,273,375,477,184,175,174,191,189,366,284,50
2019-9-12 8:37:8.24058,273,375,477,184,175,174,191,189,366,284,50
2019-9-12 8:37:8.89766,273,375,477,184,175,174,191,189,366,284,50
