Date,V1,V2,V3,I1,I2,I3,Total kW,Total kvar,Total kVA,Total PF,Frequency
2019-9-12 2:53:19.110619,11857,11959,12061,11768,11759,11758,11775,11773,11950,11868,50
2019-9-12 2:53:19.176800,11857,11959,12061,11768,11759,11758,11775,11773,11950,11868,50
2019-9-12 2:53:19.242866,11857,11959,12061,11768,11759,11758,11775,11773,11950,11868,50
2019-9-12 2:53:19.308438,11857,11959,12061,11768,11759,11758,11775,11773,11950,11868,50
2019-9-12 2:53:19.374453,11858,11960,12062,11769,11760,11759,11776,11774,11951,11869,50
2019-9-12 2:53:19.439660,11858,11960,12062,11769,11760,11759,11776,11774,11951,11869,50
2019-9-12 2:53:19.503527,11858,11960,12062,11769,11760,11759,11776,11774,11951,11869,50
2019-9-12 2:53:19.569852,11858,11960,12062,11769,11760,11759,11776,11774,11951,11869,50
2019-9-12 2:53:19.634747,11858,11960,12062,11769,11760,11759,11776,11774,11951,11869,50
2019-9-12 2:53:19.700334,11858,11960,12062,11769,11760,11759,11776,11774,11951,11869,50
2019-9-12 2:53:19.765684,11858,11960,12062,11769,11760,11759,11776,11774,11951,11869,50
2019-9-12 2:53:19.830491,11858,11960,12062,11769,11760,11759,11776,11774,11951,11869,50
2019-9-12 2:53:19.896443,11859,11961,12063,11770,11761,11760,11777,11775,11952,11870,50
2019-9-12 2:53:19.962095,11859,11961,12063,11770,11761,11760,11777,11775,11952,11870,50
2019-9-12 2:53:20.27610,11859,11961,12063,11770,11761,11760,11777,11775,11952,11870,50
2019-9-12 2:53:20.96219,11859,11961,12063,11770,11761,11760,11777,11775,11952,11870,50
2019-9-12 2:53:20.161997,11859,11961,12063,11770,11761,11760,11777,11775,11952,11870,50
2019-9-12 2:53:20.228085,11859,11961,12063,11770,11761,11760,11777,11775,11952,11870,50
2019-9-12 2:53:20.303193,11859,11961,12063,11770,11761,11760,11777,11775,11952,11870,50
2019-9-12 2:53:20.368780,11859,11961,12063,11770,11761,11760,11778,11776,11953,11871,50
2019-9-12 2:53:20.438208,11860,11962,12064,11771,11762,11761,11778,11776,11953,11871,50
2019-9-12 2:53:20.531053,11860,11962,12064,11771,11762,11761,11778,11776,11953,11871,50
2019-9-12 2:53:20.597731,11860,11962,12064,11771,11762,11761,11778,11776,11953,11871,50
2019-9-12 2:53:20.663612,11860,11962,12064,11771,11762,11761,11778,11776,11953,11871,50
2019-9-12 2:53:20.729605,11860,11962,12064,11771,11762,11761,11778,11776,11953,11871,50
2019-9-12 2:53:20.795315,11860,11962,12064,11771,11762,11761,11778,11776,11953,11871,50
2019-9-12 2:53:20.861096,11860,11962,12064,11771,11762,11761,11778,11776,11953,11871,50
2019-9-12 2:53:20.927330,11861,11963,12065,11772,11763,11762,11779,11777,11954,11872,50
2019-9-12 2:53:20.992741,11861,11963,12065,11772,11763,11762,11779,11777,11954,11872,50
2019-9-12 2:53:21.58667,11861,11963,12065,11772,11763,11762,11779,11777,11954,11872,50
2019-9-12 2:53:21.130264,11861,11963,12065,11772,11763,11762,11779,11777,11954,11872,50
2019-9-12 2:53:21.196237,11861,11963,12065,11772,11763,11762,11779,11777,11954,11872,50
2019-9-12 2:53:21.262142,11861,11963,12065,11772,11763,11762,11779,11777,11954,11872,50
2019-9-12 2:53:21.327951,11861,11963,12065,11772,11763,11762,11779,11777,11954,11872,50
2019-9-12 2:53:21.397700,11861,11963,12065,11772,11763,11762,11780,11778,11955,11873,50
2019-9-12 2:53:21.463924,11862,11964,12066,11773,11764,11763,11780,11778,11955,11873,50
2019-9-12 2:53:21.529365,11862,11964,12066,11773,11764,11763,11780,11778,11955,11873,50
2019-9-12 2:53:21.595261,11862,11964,12066,11773,11764,11763,11780,11778,11955,11873,50
2019-9-12 2:53:21.665933,11862,11964,12066,11773,11764,11763,11780,11778,11955,11873,50
2019-9-12 2:53:21.733800,11862,11964,12066,11773,11764,11763,11780,11778,11955,11873,50
2019-9-12 2:53:21.800026,11862,11964,12066,11773,11764,11763,11780,11778,11955,11873,50
