Date,V1,V2,V3,I1,I2,I3,Total kW,Total kvar,Total kVA,Total PF,Frequency
2019-9-12 8:37:45.644829,284,395,505,259,250,249,266,264,441,359,50
2019-9-12 8:37:45.711586,284,395,505,259,250,249,266,264,441,359,50
2019-9-12 8:37:45.776622,284,395,505,259,250,249,266,264,441,359,50
2019-9-12 8:37:45.844314,284,395,505,259,250,249,266,264,441,359,50
2019-9-12 8:37:45.910688,284,395,505,259,250,249,266,264,441,359,50
2019-9-12 8:37:45.976126,284,395,505,259,250,249,266,264,441,359,50
2019-9-12 8:37:46.42164,284,395,505,259,250,249,266,264,441,359,50
2019-9-12 8:37:46.108588,284,395,505,260,251,250,267,265,442,360,50
2019-9-12 8:37:46.175775,284,395,505,260,251,250,267,265,442,360,50
2019-9-12 8:37:46.240413,284,395,505,260,251,250,267,265,442,360,50
2019-9-12 8:37:46.307721,284,395,505,260,251,250,267,265,442,360,50
2019-9-12 8:37:46.372178,284,395,505,260,251,250,267,265,442,360,50
2019-9-12 8:37:46.439946,284,395,505,260,251,250,267,265,442,360,50
2019-9-12 8:37:46.509129,284,395,505,260,251,250,267,265,442,360,50
2019-9-12 8:37:46.573903,284,395,505,260,251,250,267,265,442,360,50
2019-9-12 8:37:46.642837,284,395,505,261,252,251,268,266,443,361,50
2019-9-12 8:37:46.708615,284,395,505,261,252,251,268,266,443,361,50
2019-9-12 8:37:46.774600,284,395,505,261,252,251,268,266,443,361,50
2019-9-12 8:37:46.841630,284,395,505,261,252,251,268,266,443,361,50
2019-9-12 8:37:46.907135,284,395,505,261,252,251,268,266,443,361,50
2019-9-12 8:37:46.974445,284,395,505,261,252,251,268,266,443,361,50
2019-9-12 8:37:47.39745,284,395,505,261,252,251,268,266,443,361,50
2019-9-12 8:37:47.105788,284,395,505,261,252,251,269,267,444,362,50
2019-9-12 8:37:47.172527,284,395,505,262,253,252,269,267,444,362,50
2019-9-12 8:37:47.239105,284,395,505,262,253,252,269,267,444,362,50
2019-9-12 8:37:47.305989,284,395,505,262,253,252,269,267,444,362,50
2019-9-12 8:37:47.372500,284,395,505,262,253,252,269,267,444,362,50
2019-9-12 8:37:47.438425,284,395,505,262,253,252,269,267,444,362,50
2019-9-12 8:37:47.505051,284,395,505,262,253,252,269,267,444,362,50
2019-9-12 8:37:47.575912,284,395,505,262,253,252,269,267,444,362,50
2019-9-12 8:37:47.640920,284,395,505,263,254,253,270,268,445,363,50
2019-9-12 8:37:47.706979,284,395,505,263,254,253,270,268,445,363,50
2019-9-12 8:37:47.772650,284,395,505,263,254,253,270,268,445,363,50
2019-9-12 8:37:47.838565,284,395,505,263,254,253,270,268,445,363,50
2019-9-12 8:37:47.904275,284,395,505,263,254,253,270,268,445,363,50
2019-9-12 8:37:47.969863,284,395,505,263,254,253,270,268,445,363,50
2019-9-12 8:37:48.37511,284,395,505,263,254,253,270,268,445,363,50
2019-9-12 8:37:48.101306,284,395,505,263,254,253,270,268,445,363,50
2019-9-12 8:37:48.167284,284,395,505,264,255,254,271,269,446,364,50
2019-9-12 8:37:48.235133,284,395,505,264,255,254,271,269,446,364,50
