Date,V1,V2,V3,I1,I2,I3,Total kW,Total kvar,Total kVA,Total PF,Frequency
2019-9-12 2:53:32.525846,11883,11985,12087,11794,11785,11784,11802,11800,11977,11895,50
2019-9-12 2:53:32.592960,11884,11986,12088,11795,11786,11785,11802,11800,11977,11895,50
2019-9-12 2:53:32.657837,11884,11986,12088,11795,11786,11785,11802,11800,11977,11895,50
2019-9-12 2:53:32.723028,11884,11986,12088,11795,11786,11785,11802,11800,11977,11895,50
2019-9-12 2:53:32.787057,11884,11986,12088,11795,11786,11785,11802,11800,11977,11895,50
2019-9-12 2:53:32.852743,11884,11986,12088,11795,11786,11785,11802,11800,11977,11895,50
2019-9-12 2:53:32.918406,11884,11986,12088,11795,11786,11785,11802,11800,11977,11895,50
2019-9-12 2:53:32.983666,11884,11986,12088,11795,11786,11785,11802,11800,11977,11895,50
2019-9-12 2:53:33.48458,11885,11987,12089,11796,11787,11786,11803,11801,11978,11896,50
2019-9-12 2:53:33.113898,11885,11987,12089,11796,11787,11786,11803,11801,11978,11896,50
2019-9-12 2:53:33.181517,11885,11987,12089,11796,11787,11786,11803,11801,11978,11896,50
2019-9-12 2:53:33.246116,11885,11987,12089,11796,11787,11786,11803,11801,11978,11896,50
2019-9-12 2:53:33.311692,11885,11987,12089,11796,11787,11786,11803,11801,11978,11896,50
2019-9-12 2:53:33.377583,11885,11987,12089,11796,11787,11786,11803,11801,11978,11896,50
2019-9-12 2:53:33.443233,11885,11987,12089,11796,11787,11786,11803,11801,11978,11896,50
2019-9-12 2:53:33.512552,11885,11987,12089,11796,11787,11786,11803,11801,11978,11896,50
2019-9-12 2:53:33.579588,11886,11988,12090,11797,11788,11787,11804,11802,11979,11897,50
2019-9-12 2:53:33.645295,11886,11988,12090,11797,11788,11787,11804,11802,11979,11897,50
2019-9-12 2:53:33.710680,11886,11988,12090,11797,11788,11787,11804,11802,11979,11897,50
2019-9-12 2:53:33.777010,11886,11988,12090,11797,11788,11787,11804,11802,11979,11897,50
2019-9-12 2:53:33.842305,11886,11988,12090,11797,11788,11787,11804,11802,11979,11897,50
2019-9-12 2:53:33.919263,11886,11988,12090,11797,11788,11787,11804,11802,11979,11897,50
2019-9-12 2:53:33.999906,11886,11988,12090,11797,11788,11787,11804,11802,11979,11897,50
2019-9-12 2:53:34.65829,11887,11989,12091,11798,11789,11788,11805,11803,11980,11898,50
2019-9-12 2:53:34.132073,11887,11989,12091,11798,11789,11788,11805,11803,11980,11898,50
2019-9-12 2:53:34.197424,11887,11989,12091,11798,11789,11788,11805,11803,11980,11898,50
2019-9-12 2:53:34.264450,11887,11989,12091,11798,11789,11788,11805,11803,11980,11898,50
