Date,V1,V2,V3,I1,I2,I3,Total kW,Total kvar,Total kVA,Total PF,Frequency
2019-9-12 8:36:5.916643,151,253,355,62,53,52,69,67,244,162,50
2019-9-12 8:36:5.982425,151,253,355,62,53,52,69,67,244,162,50
2019-9-12 8:36:6.48165,151,253,355,62,53,52,69,67,244,162,50
2019-9-12 8:36:6.114013,151,253,355,62,53,52,69,67,244,162,50
2019-9-12 8:36:6.180525,151,253,355,62,53,52,69,67,244,162,50
2019-9-12 8:36:6.246730,151,253,355,62,53,52,69,67,244,162,50
2019-9-12 8:36:6.311631,151,253,355,62,53,52,70,68,245,163,50
2019-9-12 8:36:6.377381,152,254,356,63,54,53,70,68,245,163,50
2019-9-12 8:36:6.443100,152,254,356,63,54,53,70,68,245,163,50
2019-9-12 8:36:6.508976,152,254,356,63,54,53,70,68,245,163,50
2019-9-12 8:36:6.574885,152,254,356,63,54,53,70,68,245,163,50
2019-9-12 8:36:6.642334,152,254,356,63,54,53,70,68,245,163,50
2019-9-12 8:36:6.706486,152,254,356,63,54,53,70,68,245,163,50
2019-9-12 8:36:6.772920,153,255,357,64,55,54,71,69,246,164,50
2019-9-12 8:36:6.838702,153,255,357,64,55,54,71,69,246,164,50
2019-9-12 8:36:6.907795,153,255,357,64,55,54,71,69,246,164,50
2019-9-12 8:36:6.973709,153,255,357,64,55,54,71,69,246,164,50
2019-9-12 8:36:7.41378,153,255,357,64,55,54,71,69,246,164,50
2019-9-12 8:36:7.106955,153,255,357,64,55,54,71,69,246,164,50
2019-9-12 8:36:7.172838,153,255,357,64,55,54,71,69,246,164,50
2019-9-12 8:36:7.238409,153,255,357,64,55,54,71,69,246,164,50
2019-9-12 8:36:7.304270,154,256,358,65,56,55,72,70,247,165,50
2019-9-12 8:36:7.371463,154,256,358,65,56,55,72,70,247,165,50
2019-9-12 8:36:7.435645,154,256,358,65,56,55,72,70,247,165,50
2019-9-12 8:36:7.501802,154,256,358,65,56,55,72,70,247,165,50
2019-9-12 8:36:7.567359,154,256,358,65,56,55,72,70,247,165,50
2019-9-12 8:36:7.632766,154,256,358,65,56,55,72,70,247,165,50
2019-9-12 8:36:7.698730,154,256,358,65,56,55,72,70,247,165,50
2019-9-12 8:36:7.764231,154,256,358,65,56,55,72,70,247,165,50
2019-9-12 8:36:7.828656,155,257,359,66,57,56,73,71,248,166,50
2019-9-12 8:36:7.896725,155,257,359,66,57,56,73,71,248,166,50
2019-9-12 8:36:7.962226,155,257,359,66,57,56,73,71,248,166,50
2019-9-12 8:36:8.28280,155,257,359,66,57,56,73,71,248,166,50
2019-9-12 8:36:8.93857,155,257,359,66,57,56,73,71,248,166,50
2019-9-12 8:36:8.160624,155,257,359,66,57,56,73,71,248,166,50
2019-9-12 8:36:8.230162,155,257,359,66,57,56,73,71,248,166,50
2019-9-12 8:36:8.296170,155,257,359,66,57,56,74,72,249,167,50
2019-9-12 8:36:8.364955,156,258,360,67,58,57,74,72,249,167,50
2019-9-12 8:36:8.430421,156,258,360,67,58,57,74,72,249,167,50
2019-9-12 8:36:8.496326,156,258,360,67,58,57,74,72,249,167,50
2019-9-12 8:36:8.563153,156,258,360,67,58,57,74,72,249,167,50
2019-9-12 8:36:8.628700,156,258,360,67,58,57,74,72,249,167,50
2019-9-12 8:36:8.698590,156,258,360,67,58,57,74,72,249,167,50
2019-9-12 8:36:8.764582,156,258,360,67,58,57,74,72,249,167,50
2019-9-12 8:36:8.830323,157,259,361,68,59,58,75,73,250,168,50
2019-9-12 8:36:8.896706,157,259,361,68,59,58,75,73,250,168,50
2019-9-12 8:36:8.962057,157,259,361,68,59,58,75,73,250,168,50
2019-9-12 8:36:9.27691,157,259,361,68,59,58,75,73,250,168,50
2019-9-12 8:36:9.93249,157,259,361,68,59,58,75,73,250,168,50
2019-9-12 8:36:9.158900,157,259,361,68,59,58,75,73,250,168,50
2019-9-12 8:36:9.224721,157,259,361,68,59,58,75,73,250,168,50
2019-9-12 8:36:9.290344,157,259,361,68,59,58,76,74,251,169,50
