Date,V1,V2,V3,I1,I2,I3,Total kW,Total kvar,Total kVA,Total PF,Frequency
2019-9-12 2:53:5.749688,11831,11933,12035,11742,11733,11732,11749,11747,11924,11842,50
2019-9-12 2:53:5.815066,11831,11933,12035,11742,11733,11732,11749,11747,11924,11842,50
2019-9-12 2:53:5.881271,11831,11933,12035,11742,11733,11732,11749,11747,11924,11842,50
2019-9-12 2:53:5.946572,11831,11933,12035,11742,11733,11732,11749,11747,11924,11842,50
2019-9-12 2:53:6.12760,11831,11933,12035,11742,11733,11732,11749,11747,11924,11842,50
2019-9-12 2:53:6.76573,11831,11933,12035,11742,11733,11732,11749,11747,11924,11842,50
2019-9-12 2:53:6.140387,11831,11933,12035,11742,11733,11732,11749,11747,11924,11842,50
2019-9-12 2:53:6.205244,11831,11933,12035,11742,11733,11732,11750,11748,11925,11843,50
2019-9-12 2:53:6.269059,11832,11934,12036,11743,11734,11733,11750,11748,11925,11843,50
2019-9-12 2:53:6.333845,11832,11934,12036,11743,11734,11733,11750,11748,11925,11843,50
2019-9-12 2:53:6.400290,11832,11934,12036,11743,11734,11733,11750,11748,11925,11843,50
2019-9-12 2:53:6.465995,11832,11934,12036,11743,11734,11733,11750,11748,11925,11843,50
2019-9-12 2:53:6.531103,11832,11934,12036,11743,11734,11733,11750,11748,11925,11843,50
2019-9-12 2:53:6.596916,11832,11934,12036,11743,11734,11733,11750,11748,11925,11843,50
2019-9-12 2:53:6.662911,11832,11934,12036,11743,11734,11733,11750,11748,11925,11843,50
2019-9-12 2:53:6.732277,11833,11935,12037,11744,11735,11734,11751,11749,11926,11844,50
2019-9-12 2:53:6.797905,11833,11935,12037,11744,11735,11734,11751,11749,11926,11844,50
2019-9-12 2:53:6.863880,11833,11935,12037,11744,11735,11734,11751,11749,11926,11844,50
2019-9-12 2:53:6.931456,11833,11935,12037,11744,11735,11734,11751,11749,11926,11844,50
2019-9-12 2:53:6.998243,11833,11935,12037,11744,11735,11734,11751,11749,11926,11844,50
2019-9-12 2:53:7.68118,11833,11935,12037,11744,11735,11734,11751,11749,11926,11844,50
2019-9-12 2:53:7.133771,11833,11935,12037,11744,11735,11734,11751,11749,11926,11844,50
2019-9-12 2:53:7.199816,11833,11935,12037,11744,11735,11734,11751,11749,11926,11844,50
2019-9-12 2:53:7.278444,11834,11936,12038,11745,11736,11735,11752,11750,11927,11845,50
2019-9-12 2:53:7.350250,11834,11936,12038,11745,11736,11735,11752,11750,11927,11845,50
2019-9-12 2:53:7.417124,11834,11936,12038,11745,11736,11735,11752,11750,11927,11845,50
2019-9-12 2:53:7.483028,11834,11936,12038,11745,11736,11735,11752,11750,11927,11845,50
2019-9-12 2:53:7.548850,11834,11936,12038,11745,11736,11735,11752,11750,11927,11845,50
2019-9-12 2:53:7.614771,11834,11936,12038,11745,11736,11735,11752,11750,11927,11845,50
2019-9-12 2:53:7.686979,11834,11936,12038,11745,11736,11735,11752,11750,11927,11845,50
2019-9-12 2:53:7.752658,11835,11937,12039,11746,11737,11736,11753,11751,11928,11846,50
2019-9-12 2:53:7.818542,11835,11937,12039,11746,11737,11736,11753,11751,11928,11846,50
2019-9-12 2:53:7.887959,11835,11937,12039,11746,11737,11736,11753,11751,11928,11846,50
2019-9-12 2:53:7.959618,11835,11937,12039,11746,11737,11736,11753,11751,11928,11846,50
2019-9-12 2:53:8.28604,11835,11937,12039,11746,11737,11736,11753,11751,11928,11846,50
2019-9-12 2:53:8.94321,11835,11937,12039,11746,11737,11736,11753,11751,11928,11846,50
2019-9-12 2:53:8.160595,11835,11937,12039,11746,11737,11736,11753,11751,11928,11846,50
2019-9-12 2:53:8.226105,11835,11937,12039,11746,11737,11736,11754,11752,11929,11847,50
2019-9-12 2:53:8.291824,11836,11938,12040,11747,11738,11737,11754,11752,11929,11847,50
2019-9-12 2:53:8.357693,11836,11938,12040,11747,11738,11737,11754,11752,11929,11847,50
2019-9-12 2:53:8.423920,11836,11938,12040,11747,11738,11737,11754,11752,11929,11847,50
2019-9-12 2:53:8.489403,11836,11938,12040,11747,11738,11737,11754,11752,11929,11847,50
2019-9-12 2:53:8.555237,11836,11938,12040,11747,11738,11737,11754,11752,11929,11847,50
2019-9-12 2:53:8.620920,11836,11938,12040,11747,11738,11737,11754,11752,11929,11847,50
2019-9-12 2:53:8.687836,11836,11938,12040,11747,11738,11737,11754,11752,11929,11847,50
2019-9-12 2:53:8.753550,11837,11939,12041,11748,11739,11738,11755,11753,11930,11848,50
2019-9-12 2:53:8.824786,11837,11939,12041,11748,11739,11738,11755,11753,11930,11848,50
2019-9-12 2:53:8.890939,11837,11939,12041,11748,11739,11738,11755,11753,11930,11848,50
2019-9-12 2:53:8.956175,11837,11939,12041,11748,11739,11738,11755,11753,11930,11848,50
2019-9-12 2:53:9.22269,11837,11939,12041,11748,11739,11738,11755,11753,11930,11848,50
2019-9-12 2:53:9.87725,11837,11939,12041,11748,11739,11738,11755,11753,11930,11848,50
2019-9-12 2:53:9.159658,11837,11939,12041,11748,11739,11738,11755,11753,11930,11848,50
2019-9-12 2:53:9.225929,11837,11939,12041,11748,11739,11738,11755,11753,11930,11848,50
2019-9-12 2:53:9.291506,11838,11940,12042,11749,11740,11739,11756,11754,11931,11849,50
2019-9-12 2:53:9.359129,11838,11940,12042,11749,11740,11739,11756,11754,11931,11849,50
2019-9-12 2:53:9.424927,11838,11940,12042,11749,11740,11739,11756,11754,11931,11849,50
2019-9-12 2:53:9.496929,11838,11940,12042,11749,11740,11739,11756,11754,11931,11849,50
2019-9-12 2:53:9.563215,11838,11940,12042,11749,11740,11739,11756,11754,11931,11849,50
2019-9-12 2:53:9.628499,11838,11940,12042,11749,11740,11739,11756,11754,11931,11849,50
2019-9-12 2:53:9.694452,11838,11940,12042,11749,11740,11739,11756,11754,11931,11849,50
2019-9-12 2:53:9.759970,11839,11941,12043,11750,11741,11740,11757,11755,11932,11850,50
2019-9-12 2:53:9.826289,11839,11941,12043,11750,11741,11740,11757,11755,11932,11850,50
2019-9-12 2:53:9.891482,11839,11941,12043,11750,11741,11740,11757,11755,11932,11850,50
2019-9-12 2:53:9.959360,11839,11941,12043,11750,11741,11740,11757,11755,11932,11850,50
2019-9-12 2:53:10.25406,11839,11941,12043,11750,11741,11740,11757,11755,11932,11850,50
2019-9-12 2:53:10.92915,11839,11941,12043,11750,11741,11740,11757,11755,11932,11850,50
2019-9-12 2:53:10.159781,11839,11941,12043,11750,11741,11740,11757,11755,11932,11850,50
2019-9-12 2:53:10.231817,11839,11941,12043,11750,11741,11740,11757,11755,11932,11850,50
2019-9-12 2:53:10.302432,11840,11942,12044,11751,11742,11741,11758,11756,11933,11851,50
2019-9-12 2:53:10.368262,11840,11942,12044,11751,11742,11741,11758,11756,11933,11851,50
2019-9-12 2:53:10.434702,11840,11942,12044,11751,11742,11741,11758,11756,11933,11851,50
2019-9-12 2:53:10.499959,11840,11942,12044,11751,11742,11741,11758,11756,11933,11851,50
2019-9-12 2:53:10.565765,11840,11942,12044,11751,11742,11741,11758,11756,11933,11851,50
2019-9-12 2:53:10.631666,11840,11942,12044,11751,11742,11741,11758,11756,11933,11851,50
2019-9-12 2:53:10.701310,11840,11942,12044,11751,11742,11741,11758,11756,11933,11851,50
2019-9-12 2:53:10.767221,11841,11943,12045,11752,11743,11742,11759,11757,11934,11852,50
2019-9-12 2:53:10.836155,11841,11943,12045,11752,11743,11742,11759,11757,11934,11852,50
2019-9-12 2:53:10.901850,11841,11943,12045,11752,11743,11742,11759,11757,11934,11852,50
2019-9-12 2:53:10.967783,11841,11943,12045,11752,11743,11742,11759,11757,11934,11852,50
2019-9-12 2:53:11.33984,11841,11943,12045,11752,11743,11742,11759,11757,11934,11852,50
2019-9-12 2:53:11.99247,11841,11943,12045,11752,11743,11742,11759,11757,11934,11852,50
2019-9-12 2:53:11.165064,11841,11943,12045,11752,11743,11742,11759,11757,11934,11852,50
2019-9-12 2:53:11.230994,11841,11943,12045,11752,11743,11742,11759,11757,11934,11852,50
2019-9-12 2:53:11.297962,11842,11944,12046,11753,11744,11743,11760,11758,11935,11853,50
2019-9-12 2:53:11.365606,11842,11944,12046,11753,11744,11743,11760,11758,11935,11853,50
2019-9-12 2:53:11.431793,11842,11944,12046,11753,11744,11743,11760,11758,11935,11853,50
2019-9-12 2:53:11.497142,11842,11944,12046,11753,11744,11743,11760,11758,11935,11853,50
2019-9-12 2:53:11.563080,11842,11944,12046,11753,11744,11743,11760,11758,11935,11853,50
2019-9-12 2:53:11.629378,11842,11944,12046,11753,11744,11743,11760,11758,11935,11853,50
2019-9-12 2:53:11.694765,11842,11944,12046,11753,11744,11743,11760,11758,11935,11853,50
2019-9-12 2:53:11.761933,11842,11944,12046,11753,11744,11743,11761,11759,11936,11854,50
2019-9-12 2:53:11.827406,11843,11945,12047,11754,11745,11744,11761,11759,11936,11854,50
2019-9-12 2:53:11.893274,11843,11945,12047,11754,11745,11744,11761,11759,11936,11854,50
2019-9-12 2:53:11.963951,11843,11945,12047,11754,11745,11744,11761,11759,11936,11854,50
2019-9-12 2:53:12.29880,11843,11945,12047,11754,11745,11744,11761,11759,11936,11854,50
2019-9-12 2:53:12.96235,11843,11945,12047,11754,11745,11744,11761,11759,11936,11854,50
2019-9-12 2:53:12.161538,11843,11945,12047,11754,11745,11744,11761,11759,11936,11854,50
2019-9-12 2:53:12.227888,11843,11945,12047,11754,11745,11744,11761,11759,11936,11854,50
2019-9-12 2:53:12.293083,11844,11946,12048,11755,11746,11745,11762,11760,11937,11855,50
2019-9-12 2:53:12.362992,11844,11946,12048,11755,11746,11745,11762,11760,11937,11855,50
