Date,V1,V2,V3,I1,I2,I3,Total kW,Total kvar,Total kVA,Total PF,Frequency
2019-9-12 8:36:45.917915,230,332,434,141,132,131,148,146,323,241,50
2019-9-12 8:36:45.984422,230,332,434,141,132,131,148,146,323,241,50
2019-9-12 8:36:46.50280,230,332,434,141,132,131,148,146,323,241,50
2019-9-12 8:36:46.115502,230,332,434,141,132,131,148,146,323,241,50
2019-9-12 8:36:46.181869,230,332,434,141,132,131,148,146,323,241,50
2019-9-12 8:36:46.247127,230,332,434,141,132,131,148,146,323,241,50
2019-9-12 8:36:46.312942,230,332,434,141,132,131,149,147,324,242,50
2019-9-12 8:36:46.382773,231,333,435,142,133,132,149,147,324,242,50
2019-9-12 8:36:46.447404,231,333,435,142,133,132,149,147,324,242,50
2019-9-12 8:36:46.513727,231,333,435,142,133,132,149,147,324,242,50
2019-9-12 8:36:46.582511,231,333,435,142,133,132,149,147,324,242,50
2019-9-12 8:36:46.648619,231,333,435,142,133,132,149,147,324,242,50
2019-9-12 8:36:46.715264,231,333,435,142,133,132,149,147,324,242,50
2019-9-12 8:36:46.779988,231,333,435,142,133,132,149,147,324,242,50
2019-9-12 8:36:46.847427,232,334,436,143,134,133,150,148,325,243,50
2019-9-12 8:36:46.916744,232,334,436,143,134,133,150,148,325,243,50
2019-9-12 8:36:46.983341,232,334,436,143,134,133,150,148,325,243,50
2019-9-12 8:36:47.48889,232,334,436,143,134,133,150,148,325,243,50
2019-9-12 8:36:47.114299,232,334,436,143,134,133,150,148,325,243,50
2019-9-12 8:36:47.180080,232,334,436,143,134,133,150,148,325,243,50
2019-9-12 8:36:47.246290,232,334,436,143,134,133,150,148,325,243,50
2019-9-12 8:36:47.313110,232,334,436,143,134,133,150,148,325,243,50
2019-9-12 8:36:47.378814,233,335,437,144,135,134,151,149,326,244,50
2019-9-12 8:36:47.445534,233,335,437,144,135,134,151,149,326,244,50
2019-9-12 8:36:47.512782,233,335,437,144,135,134,151,149,326,244,50
2019-9-12 8:36:47.580026,233,335,437,144,135,134,151,149,326,244,50
2019-9-12 8:36:47.645954,233,335,437,144,135,134,151,149,326,244,50
2019-9-12 8:36:47.712212,233,335,437,144,135,134,151,149,326,244,50
2019-9-12 8:36:47.777556,233,335,437,144,135,134,151,149,326,244,50
