Date,V1,V2,V3,I1,I2,I3,Total kW,Total kvar,Total kVA,Total PF,Frequency
2019-9-12 2:52:59.25375,11817,11919,12021,11728,11719,11718,11735,11733,11910,11828,50
2019-9-12 2:52:59.91088,11817,11919,12021,11728,11719,11718,11735,11733,11910,11828,50
2019-9-12 2:52:59.157741,11818,11920,12022,11729,11720,11719,11736,11734,11911,11829,50
2019-9-12 2:52:59.222895,11818,11920,12022,11729,11720,11719,11736,11734,11911,11829,50
2019-9-12 2:52:59.288504,11818,11920,12022,11729,11720,11719,11736,11734,11911,11829,50
2019-9-12 2:52:59.354664,11818,11920,12022,11729,11720,11719,11736,11734,11911,11829,50
2019-9-12 2:52:59.420231,11818,11920,12022,11729,11720,11719,11736,11734,11911,11829,50
2019-9-12 2:52:59.484989,11818,11920,12022,11729,11720,11719,11736,11734,11911,11829,50
2019-9-12 2:52:59.552323,11818,11920,12022,11729,11720,11719,11736,11734,11911,11829,50
2019-9-12 2:52:59.616813,11818,11920,12022,11729,11720,11719,11736,11734,11911,11829,50
2019-9-12 2:52:59.682650,11819,11921,12023,11730,11721,11720,11737,11735,11912,11830,50
2019-9-12 2:52:59.748310,11819,11921,12023,11730,11721,11720,11737,11735,11912,11830,50
2019-9-12 2:52:59.814173,11819,11921,12023,11730,11721,11720,11737,11735,11912,11830,50
2019-9-12 2:52:59.880097,11819,11921,12023,11730,11721,11720,11737,11735,11912,11830,50
2019-9-12 2:52:59.946162,11819,11921,12023,11730,11721,11720,11737,11735,11912,11830,50
2019-9-12 2:53:0.22761,11819,11921,12023,11730,11721,11720,11737,11735,11912,11830,50
2019-9-12 2:53:0.100742,11819,11921,12023,11730,11721,11720,11737,11735,11912,11830,50
2019-9-12 2:53:0.166636,11820,11922,12024,11731,11722,11721,11738,11736,11913,11831,50
2019-9-12 2:53:0.232644,11820,11922,12024,11731,11722,11721,11738,11736,11913,11831,50
2019-9-12 2:53:0.298397,11820,11922,12024,11731,11722,11721,11738,11736,11913,11831,50
2019-9-12 2:53:0.368045,11820,11922,12024,11731,11722,11721,11738,11736,11913,11831,50
2019-9-12 2:53:0.437912,11820,11922,12024,11731,11722,11721,11738,11736,11913,11831,50
2019-9-12 2:53:0.503842,11820,11922,12024,11731,11722,11721,11738,11736,11913,11831,50
2019-9-12 2:53:0.569560,11820,11922,12024,11731,11722,11721,11738,11736,11913,11831,50
2019-9-12 2:53:0.641541,11820,11922,12024,11731,11722,11721,11739,11737,11914,11832,50
2019-9-12 2:53:0.707603,11821,11923,12025,11732,11723,11722,11739,11737,11914,11832,50
2019-9-12 2:53:0.780912,11821,11923,12025,11732,11723,11722,11739,11737,11914,11832,50
2019-9-12 2:53:0.850315,11821,11923,12025,11732,11723,11722,11739,11737,11914,11832,50
2019-9-12 2:53:0.915545,11821,11923,12025,11732,11723,11722,11739,11737,11914,11832,50
2019-9-12 2:53:0.981864,11821,11923,12025,11732,11723,11722,11739,11737,11914,11832,50
2019-9-12 2:53:1.47618,11821,11923,12025,11732,11723,11722,11739,11737,11914,11832,50
2019-9-12 2:53:1.116135,11821,11923,12025,11732,11723,11722,11739,11737,11914,11832,50
2019-9-12 2:53:1.181816,11822,11924,12026,11733,11724,11723,11740,11738,11915,11833,50
2019-9-12 2:53:1.247626,11822,11924,12026,11733,11724,11723,11740,11738,11915,11833,50
2019-9-12 2:53:1.313565,11822,11924,12026,11733,11724,11723,11740,11738,11915,11833,50
2019-9-12 2:53:1.379498,11822,11924,12026,11733,11724,11723,11740,11738,11915,11833,50
2019-9-12 2:53:1.445142,11822,11924,12026,11733,11724,11723,11740,11738,11915,11833,50
2019-9-12 2:53:1.511039,11822,11924,12026,11733,11724,11723,11740,11738,11915,11833,50
2019-9-12 2:53:1.576865,11822,11924,12026,11733,11724,11723,11740,11738,11915,11833,50
2019-9-12 2:53:1.647549,11822,11924,12026,11733,11724,11723,11741,11739,11916,11834,50
2019-9-12 2:53:1.718880,11823,11925,12027,11734,11725,11724,11741,11739,11916,11834,50
2019-9-12 2:53:1.792289,11823,11925,12027,11734,11725,11724,11741,11739,11916,11834,50
2019-9-12 2:53:1.857583,11823,11925,12027,11734,11725,11724,11741,11739,11916,11834,50
2019-9-12 2:53:1.927875,11823,11925,12027,11734,11725,11724,11741,11739,11916,11834,50
2019-9-12 2:53:1.998821,11823,11925,12027,11734,11725,11724,11741,11739,11916,11834,50
2019-9-12 2:53:2.66599,11823,11925,12027,11734,11725,11724,11741,11739,11916,11834,50
2019-9-12 2:53:2.132988,11823,11925,12027,11734,11725,11724,11741,11739,11916,11834,50
2019-9-12 2:53:2.198652,11824,11926,12028,11735,11726,11725,11742,11740,11917,11835,50
2019-9-12 2:53:2.264062,11824,11926,12028,11735,11726,11725,11742,11740,11917,11835,50
2019-9-12 2:53:2.329899,11824,11926,12028,11735,11726,11725,11742,11740,11917,11835,50
2019-9-12 2:53:2.395805,11824,11926,12028,11735,11726,11725,11742,11740,11917,11835,50
2019-9-12 2:53:2.461487,11824,11926,12028,11735,11726,11725,11742,11740,11917,11835,50
2019-9-12 2:53:2.527273,11824,11926,12028,11735,11726,11725,11742,11740,11917,11835,50
2019-9-12 2:53:2.593072,11824,11926,12028,11735,11726,11725,11742,11740,11917,11835,50
2019-9-12 2:53:2.661945,11824,11926,12028,11735,11726,11725,11743,11741,11918,11836,50
2019-9-12 2:53:2.727840,11825,11927,12029,11736,11727,11726,11743,11741,11918,11836,50
2019-9-12 2:53:2.793552,11825,11927,12029,11736,11727,11726,11743,11741,11918,11836,50
2019-9-12 2:53:2.859490,11825,11927,12029,11736,11727,11726,11743,11741,11918,11836,50
2019-9-12 2:53:2.925322,11825,11927,12029,11736,11727,11726,11743,11741,11918,11836,50
2019-9-12 2:53:2.991458,11825,11927,12029,11736,11727,11726,11743,11741,11918,11836,50
2019-9-12 2:53:3.61873,11825,11927,12029,11736,11727,11726,11743,11741,11918,11836,50
2019-9-12 2:53:3.128216,11825,11927,12029,11736,11727,11726,11743,11741,11918,11836,50
2019-9-12 2:53:3.193593,11826,11928,12030,11737,11728,11727,11744,11742,11919,11837,50
2019-9-12 2:53:3.259375,11826,11928,12030,11737,11728,11727,11744,11742,11919,11837,50
2019-9-12 2:53:3.325222,11826,11928,12030,11737,11728,11727,11744,11742,11919,11837,50
2019-9-12 2:53:3.408011,11826,11928,12030,11737,11728,11727,11744,11742,11919,11837,50
2019-9-12 2:53:3.473824,11826,11928,12030,11737,11728,11727,11744,11742,11919,11837,50
2019-9-12 2:53:3.540226,11826,11928,12030,11737,11728,11727,11744,11742,11919,11837,50
2019-9-12 2:53:3.605946,11826,11928,12030,11737,11728,11727,11744,11742,11919,11837,50
2019-9-12 2:53:3.671303,11826,11928,12030,11737,11728,11727,11744,11742,11919,11837,50
2019-9-12 2:53:3.737477,11827,11929,12031,11738,11729,11728,11745,11743,11920,11838,50
2019-9-12 2:53:3.805352,11827,11929,12031,11738,11729,11728,11745,11743,11920,11838,50
2019-9-12 2:53:3.870683,11827,11929,12031,11738,11729,11728,11745,11743,11920,11838,50
2019-9-12 2:53:3.936778,11827,11929,12031,11738,11729,11728,11745,11743,11920,11838,50
2019-9-12 2:53:4.10320,11827,11929,12031,11738,11729,11728,11745,11743,11920,11838,50
2019-9-12 2:53:4.76706,11827,11929,12031,11738,11729,11728,11745,11743,11920,11838,50
2019-9-12 2:53:4.142372,11827,11929,12031,11738,11729,11728,11745,11743,11920,11838,50
2019-9-12 2:53:4.211684,11828,11930,12032,11739,11730,11729,11746,11744,11921,11839,50
2019-9-12 2:53:4.277631,11828,11930,12032,11739,11730,11729,11746,11744,11921,11839,50
2019-9-12 2:53:4.343498,11828,11930,12032,11739,11730,11729,11746,11744,11921,11839,50
2019-9-12 2:53:4.409594,11828,11930,12032,11739,11730,11729,11746,11744,11921,11839,50
2019-9-12 2:53:4.475540,11828,11930,12032,11739,11730,11729,11746,11744,11921,11839,50
2019-9-12 2:53:4.541281,11828,11930,12032,11739,11730,11729,11746,11744,11921,11839,50
2019-9-12 2:53:4.606845,11828,11930,12032,11739,11730,11729,11746,11744,11921,11839,50
2019-9-12 2:53:4.672552,11828,11930,12032,11739,11730,11729,11746,11744,11921,11839,50
2019-9-12 2:53:4.738286,11829,11931,12033,11740,11731,11730,11747,11745,11922,11840,50
2019-9-12 2:53:4.806302,11829,11931,12033,11740,11731,11730,11747,11745,11922,11840,50
2019-9-12 2:53:4.879108,11829,11931,12033,11740,11731,11730,11747,11745,11922,11840,50
2019-9-12 2:53:4.945480,11829,11931,12033,11740,11731,11730,11747,11745,11922,11840,50
2019-9-12 2:53:5.11121,11829,11931,12033,11740,11731,11730,11747,11745,11922,11840,50
