Date,V1,V2,V3,I1,I2,I3,Total kW,Total kvar,Total kVA,Total PF,Frequency
2019-9-12 2:53:12.425859,11844,11946,12048,11755,11746,11745,11762,11760,11937,11855,50
2019-9-12 2:53:12.492067,11844,11946,12048,11755,11746,11745,11762,11760,11937,11855,50
2019-9-12 2:53:12.558347,11844,11946,12048,11755,11746,11745,11762,11760,11937,11855,50
2019-9-12 2:53:12.622358,11844,11946,12048,11755,11746,11745,11762,11760,11937,11855,50
2019-9-12 2:53:12.687646,11844,11946,12048,11755,11746,11745,11762,11760,11937,11855,50
2019-9-12 2:53:12.753423,11844,11946,12048,11755,11746,11745,11762,11760,11937,11855,50
2019-9-12 2:53:12.819983,11845,11947,12049,11756,11747,11746,11763,11761,11938,11856,50
2019-9-12 2:53:12.885769,11845,11947,12049,11756,11747,11746,11763,11761,11938,11856,50
2019-9-12 2:53:12.952155,11845,11947,12049,11756,11747,11746,11763,11761,11938,11856,50
2019-9-12 2:53:13.17293,11845,11947,12049,11756,11747,11746,11763,11761,11938,11856,50
2019-9-12 2:53:13.83470,11845,11947,12049,11756,11747,11746,11763,11761,11938,11856,50
2019-9-12 2:53:13.148921,11845,11947,12049,11756,11747,11746,11763,11761,11938,11856,50
2019-9-12 2:53:13.214114,11845,11947,12049,11756,11747,11746,11763,11761,11938,11856,50
2019-9-12 2:53:13.280145,11845,11947,12049,11756,11747,11746,11763,11761,11938,11856,50
2019-9-12 2:53:13.345819,11846,11948,12050,11757,11748,11747,11764,11762,11939,11857,50
2019-9-12 2:53:13.415734,11846,11948,12050,11757,11748,11747,11764,11762,11939,11857,50
2019-9-12 2:53:13.484866,11846,11948,12050,11757,11748,11747,11764,11762,11939,11857,50
2019-9-12 2:53:13.559757,11846,11948,12050,11757,11748,11747,11764,11762,11939,11857,50
2019-9-12 2:53:13.638426,11846,11948,12050,11757,11748,11747,11764,11762,11939,11857,50
2019-9-12 2:53:13.704460,11846,11948,12050,11757,11748,11747,11764,11762,11939,11857,50
2019-9-12 2:53:13.770565,11846,11948,12050,11757,11748,11747,11764,11762,11939,11857,50
2019-9-12 2:53:13.835986,11847,11949,12051,11758,11749,11748,11765,11763,11940,11858,50
2019-9-12 2:53:13.901646,11847,11949,12051,11758,11749,11748,11765,11763,11940,11858,50
2019-9-12 2:53:13.967633,11847,11949,12051,11758,11749,11748,11765,11763,11940,11858,50
2019-9-12 2:53:14.33759,11847,11949,12051,11758,11749,11748,11765,11763,11940,11858,50
2019-9-12 2:53:14.99283,11847,11949,12051,11758,11749,11748,11765,11763,11940,11858,50
2019-9-12 2:53:14.165130,11847,11949,12051,11758,11749,11748,11765,11763,11940,11858,50
2019-9-12 2:53:14.240901,11847,11949,12051,11758,11749,11748,11765,11763,11940,11858,50
2019-9-12 2:53:14.306988,11847,11949,12051,11758,11749,11748,11766,11764,11941,11859,50
2019-9-12 2:53:14.376863,11848,11950,12052,11759,11750,11749,11766,11764,11941,11859,50
2019-9-12 2:53:14.442383,11848,11950,12052,11759,11750,11749,11766,11764,11941,11859,50
2019-9-12 2:53:14.508372,11848,11950,12052,11759,11750,11749,11766,11764,11941,11859,50
2019-9-12 2:53:14.575094,11848,11950,12052,11759,11750,11749,11766,11764,11941,11859,50
2019-9-12 2:53:14.640761,11848,11950,12052,11759,11750,11749,11766,11764,11941,11859,50
2019-9-12 2:53:14.706475,11848,11950,12052,11759,11750,11749,11766,11764,11941,11859,50
2019-9-12 2:53:14.772581,11848,11950,12052,11759,11750,11749,11766,11764,11941,11859,50
2019-9-12 2:53:14.838171,11849,11951,12053,11760,11751,11750,11767,11765,11942,11860,50
2019-9-12 2:53:14.913103,11849,11951,12053,11760,11751,11750,11767,11765,11942,11860,50
2019-9-12 2:53:14.979946,11849,11951,12053,11760,11751,11750,11767,11765,11942,11860,50
2019-9-12 2:53:15.45686,11849,11951,12053,11760,11751,11750,11767,11765,11942,11860,50
2019-9-12 2:53:15.111612,11849,11951,12053,11760,11751,11750,11767,11765,11942,11860,50
2019-9-12 2:53:15.179475,11849,11951,12053,11760,11751,11750,11767,11765,11942,11860,50
2019-9-12 2:53:15.245242,11849,11951,12053,11760,11751,11750,11767,11765,11942,11860,50
2019-9-12 2:53:15.311150,11849,11951,12053,11760,11751,11750,11768,11766,11943,11861,50
2019-9-12 2:53:15.376870,11850,11952,12054,11761,11752,11751,11768,11766,11943,11861,50
2019-9-12 2:53:15.447853,11850,11952,12054,11761,11752,11751,11768,11766,11943,11861,50
2019-9-12 2:53:15.513510,11850,11952,12054,11761,11752,11751,11768,11766,11943,11861,50
2019-9-12 2:53:15.579260,11850,11952,12054,11761,11752,11751,11768,11766,11943,11861,50
2019-9-12 2:53:15.645208,11850,11952,12054,11761,11752,11751,11768,11766,11943,11861,50
2019-9-12 2:53:15.711324,11850,11952,12054,11761,11752,11751,11768,11766,11943,11861,50
2019-9-12 2:53:15.780870,11850,11952,12054,11761,11752,11751,11768,11766,11943,11861,50
2019-9-12 2:53:15.851091,11851,11953,12055,11762,11753,11752,11769,11767,11944,11862,50
2019-9-12 2:53:15.917053,11851,11953,12055,11762,11753,11752,11769,11767,11944,11862,50
2019-9-12 2:53:15.982305,11851,11953,12055,11762,11753,11752,11769,11767,11944,11862,50
2019-9-12 2:53:16.54094,11851,11953,12055,11762,11753,11752,11769,11767,11944,11862,50
2019-9-12 2:53:16.120346,11851,11953,12055,11762,11753,11752,11769,11767,11944,11862,50
2019-9-12 2:53:16.185712,11851,11953,12055,11762,11753,11752,11769,11767,11944,11862,50
2019-9-12 2:53:16.251543,11851,11953,12055,11762,11753,11752,11769,11767,11944,11862,50
2019-9-12 2:53:16.317506,11851,11953,12055,11762,11753,11752,11770,11768,11945,11863,50
2019-9-12 2:53:16.383190,11852,11954,12056,11763,11754,11753,11770,11768,11945,11863,50
2019-9-12 2:53:16.450067,11852,11954,12056,11763,11754,11753,11770,11768,11945,11863,50
2019-9-12 2:53:16.515865,11852,11954,12056,11763,11754,11753,11770,11768,11945,11863,50
2019-9-12 2:53:16.581552,11852,11954,12056,11763,11754,11753,11770,11768,11945,11863,50
2019-9-12 2:53:16.647501,11852,11954,12056,11763,11754,11753,11770,11768,11945,11863,50
2019-9-12 2:53:16.713296,11852,11954,12056,11763,11754,11753,11770,11768,11945,11863,50
2019-9-12 2:53:16.779719,11852,11954,12056,11763,11754,11753,11770,11768,11945,11863,50
2019-9-12 2:53:16.844817,11853,11955,12057,11764,11755,11754,11771,11769,11946,11864,50
2019-9-12 2:53:16.910820,11853,11955,12057,11764,11755,11754,11771,11769,11946,11864,50
2019-9-12 2:53:16.976783,11853,11955,12057,11764,11755,11754,11771,11769,11946,11864,50
2019-9-12 2:53:17.42300,11853,11955,12057,11764,11755,11754,11771,11769,11946,11864,50
2019-9-12 2:53:17.108199,11853,11955,12057,11764,11755,11754,11771,11769,11946,11864,50
2019-9-12 2:53:17.174119,11853,11955,12057,11764,11755,11754,11771,11769,11946,11864,50
2019-9-12 2:53:17.239952,11853,11955,12057,11764,11755,11754,11771,11769,11946,11864,50
2019-9-12 2:53:17.305683,11853,11955,12057,11764,11755,11754,11771,11769,11946,11864,50
2019-9-12 2:53:17.371527,11854,11956,12058,11765,11756,11755,11772,11770,11947,11865,50
2019-9-12 2:53:17.437493,11854,11956,12058,11765,11756,11755,11772,11770,11947,11865,50
