Date,V1,V2,V3,I1,I2,I3,Total kW,Total kvar,Total kVA,Total PF,Frequency,kW L1,kW L2,kW L3,kvar L1,kvar L2,kvar L3,kVA L1,kVA L2,kVA L3,Power factor L1,Power factor L2,Power factor L3
2019-9-30 15:38:44.560344,232,232,232,670,649,658,147,-10,147,-998,0,-155,150,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:44.600639,232,232,232,670,647,656,147,-10,147,-998,0,-155,150,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:44.639816,232,232,232,670,649,656,147,-10,147,-998,0,-155,150,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:44.680100,232,232,232,670,647,656,147,-10,147,-998,0,-155,150,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:44.720270,232,232,232,670,649,656,147,-10,147,-998,0,-155,150,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:44.760085,232,232,232,670,647,656,147,-10,147,-998,0,-155,150,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:44.799852,232,232,232,670,649,656,147,-10,147,-998,0,-155,150,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:44.839993,232,232,232,670,647,656,147,-10,147,-998,0,-155,150,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:44.880072,232,232,231,670,647,656,147,-10,147,-998,0,-155,150,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:44.919944,232,232,232,670,649,656,147,-10,147,-998,0,-155,150,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:44.959982,232,232,232,670,649,656,147,-10,147,-998,0,-155,150,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:44.999962,232,232,232,670,647,656,147,-10,147,-998,0,-155,150,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:45.39784,232,232,232,670,649,656,147,-10,147,-998,0,-155,150,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:45.79934,232,232,231,670,647,656,147,-10,147,-998,0,-155,150,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:45.119865,232,232,232,670,647,656,147,-10,147,-998,0,-155,150,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:45.160526,232,232,232,670,647,656,147,-10,147,-998,0,-155,150,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:45.199839,232,232,231,670,647,656,147,-10,147,-998,0,-155,150,152,2,-7,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:45.240068,232,232,231,670,647,656,147,-10,147,-998,0,-155,150,152,2,-7,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:45.279852,232,232,231,670,649,656,147,-10,147,-998,0,-155,150,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:45.319951,232,232,232,670,647,656,147,-10,147,-998,0,-155,150,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:45.359284,232,232,232,670,647,656,147,-10,147,-998,0,-155,150,152,2,-7,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:45.399196,232,232,232,670,647,656,147,-10,147,-998,0,-155,150,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:45.438974,232,232,232,670,647,656,147,-10,147,-998,0,-155,150,152,2,-7,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:45.479030,232,232,232,670,647,656,147,-10,147,-998,0,-155,150,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:45.519254,232,232,231,670,647,656,147,-10,147,-998,0,-155,150,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:45.559085,232,232,231,670,647,656,147,-10,147,-998,0,-155,150,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:45.599037,232,232,231,670,647,656,147,-10,147,-998,0,-155,150,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:45.639263,232,232,231,670,647,656,147,-10,147,-998,0,-155,150,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:45.680222,232,232,231,670,647,656,146,-10,147,-998,0,-155,150,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:45.719476,232,232,231,670,647,656,146,-10,147,-998,0,-155,150,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:45.759080,232,231,232,670,647,656,146,-10,147,-998,0,-155,150,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:45.799119,232,231,232,670,647,656,146,-10,147,-998,0,-155,150,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:45.839108,232,232,231,670,647,656,147,-10,147,-998,0,-155,150,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:45.879102,232,232,232,670,647,656,146,-10,147,-998,0,-155,150,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:45.919094,232,232,232,670,647,656,147,-10,147,-998,0,-155,150,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:45.959057,232,232,232,670,647,656,147,-10,147,-998,0,-155,150,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:45.998950,232,232,232,670,647,656,147,-10,147,-998,0,-155,150,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:46.39112,232,232,231,667,647,656,147,-10,147,-998,0,-155,150,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:46.78952,232,232,231,667,647,656,147,-10,147,-998,0,-155,150,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:46.119229,232,232,231,670,647,656,146,-10,147,-998,0,-155,150,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:46.159308,232,232,232,667,647,656,147,-10,147,-998,0,-155,150,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:46.199081,232,232,232,670,647,656,147,-10,147,-998,0,-155,150,152,2,-7,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:46.238936,232,232,231,670,647,656,146,-10,147,-998,0,-155,150,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:46.279251,232,232,232,670,647,656,146,-10,147,-998,0,-155,150,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:46.319093,232,232,231,670,647,656,147,-10,147,-998,0,-155,150,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:46.359541,232,232,231,667,647,656,147,-10,147,-998,0,-155,150,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:46.399138,232,232,232,667,647,656,147,-10,147,-998,0,-155,150,152,2,-7,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:46.439100,232,232,231,670,647,656,146,-10,147,-998,0,-155,150,152,2,-7,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:46.486160,232,232,231,670,647,656,147,-10,147,-998,0,-155,150,152,2,-7,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:46.524560,232,232,231,670,647,656,146,-10,147,-998,0,-155,150,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:46.563416,232,232,232,667,647,656,146,-10,147,-998,0,-155,150,152,2,-7,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:46.602698,232,232,231,670,647,656,147,-10,147,-998,0,-155,149,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:46.641608,232,232,232,667,647,656,146,-10,147,-998,0,-155,150,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:46.680511,232,232,232,670,647,656,147,-10,147,-998,0,-155,150,152,2,-7,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:46.719788,232,232,232,667,647,656,147,-10,147,-998,0,-155,150,152,2,-8,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:46.758489,232,232,232,670,647,656,147,-10,147,-998,0,-155,149,152,2,-7,-4,155,150,152,1000,-999,1000,
2019-9-30 15:38:46.798167,232,232,232,667,647,656,147,-10,147,-998,0,-155,150,152,2,-7,-4,155,150,152,1000,-999,1000,
