Date,V1,V2,V3,I1,I2,I3,Total kW,Total kvar,Total kVA,Total PF,Frequency,kW L1,kW L2,kW L3,kvar L1,kvar L2,kvar L3,kVA L1,kVA L2,kVA L3,Power factor L1,Power factor L2,Power factor L3
2019-9-30 15:39:0.570704,231,231,231,665,642,651,145,-10,145,-998,0,-153,148,150,2,-8,-4,153,149,150,1000,-999,1000,
2019-9-30 15:39:0.609479,231,231,231,665,642,651,145,-10,145,-998,0,-154,148,150,2,-7,-4,154,148,150,1000,-999,1000,
2019-9-30 15:39:0.649548,231,231,231,665,642,651,145,-10,146,-998,0,-154,148,150,2,-8,-4,154,148,150,1000,-999,1000,
2019-9-30 15:39:0.689794,231,231,231,665,642,651,145,-10,145,-998,0,-154,148,150,2,-7,-4,154,148,150,1000,-999,1000,
2019-9-30 15:39:0.729422,231,231,231,665,642,651,145,-10,145,-998,0,-153,148,151,2,-7,-4,154,148,151,1000,-999,1000,
2019-9-30 15:39:0.769461,231,231,231,665,642,651,145,-10,146,-998,0,-154,148,150,2,-7,-4,154,148,150,1000,-999,1000,
2019-9-30 15:39:0.809431,231,231,231,665,642,651,145,-10,146,-998,0,-154,148,150,2,-7,-4,154,149,150,1000,-999,1000,
2019-9-30 15:39:0.849775,231,231,231,665,642,651,145,-10,146,-998,0,-154,148,150,2,-8,-4,154,149,150,1000,-999,1000,
2019-9-30 15:39:0.889769,231,231,231,665,642,651,145,-10,146,-998,0,-153,148,150,2,-8,-4,153,148,150,1000,-999,1000,
2019-9-30 15:39:0.929456,231,231,231,665,645,651,145,-10,146,-998,0,-153,148,150,2,-8,-4,153,149,150,1000,-999,1000,
2019-9-30 15:39:0.969429,231,231,231,665,642,651,145,-10,146,-998,0,-154,148,151,2,-8,-4,154,149,151,1000,-999,1000,
2019-9-30 15:39:1.9491,231,231,231,665,645,651,145,-10,146,-998,0,-154,148,150,2,-7,-4,154,149,150,1000,-999,1000,
2019-9-30 15:39:1.49496,231,231,231,665,642,651,145,-10,146,-998,0,-153,148,151,2,-8,-4,154,149,151,1000,-999,1000,
2019-9-30 15:39:1.89783,231,231,231,665,645,651,145,-10,146,-998,0,-154,149,150,2,-8,-4,154,149,150,1000,-999,1000,
2019-9-30 15:39:1.129536,231,231,231,665,642,651,145,-10,145,-998,0,-154,148,150,2,-8,-4,154,149,150,1000,-999,1000,
2019-9-30 15:39:1.169532,231,231,231,665,642,651,145,-10,146,-998,0,-154,148,151,2,-8,-4,154,149,151,1000,-999,1000,
2019-9-30 15:39:1.209428,231,231,231,665,642,651,146,-10,146,-998,0,-153,148,151,2,-8,-4,153,148,151,1000,-999,1000,
2019-9-30 15:39:1.249485,231,231,231,665,645,651,145,-10,146,-997,0,-154,148,151,2,-8,-4,154,149,151,1000,-999,1000,
2019-9-30 15:39:1.289763,231,231,231,665,645,651,145,-10,146,-998,0,-154,149,151,2,-8,-4,154,149,151,1000,-999,1000,
2019-9-30 15:39:1.329589,231,231,231,665,645,651,146,-10,146,-998,0,-154,148,151,2,-8,-4,154,149,151,1000,-999,1000,
2019-9-30 15:39:1.369364,231,231,231,665,645,654,145,-10,146,-998,0,-154,149,151,2,-8,-4,154,149,151,1000,-999,1000,
2019-9-30 15:39:1.409454,231,231,231,665,645,651,145,-10,146,-998,0,-154,149,150,2,-8,-4,154,149,151,1000,-999,1000,
2019-9-30 15:39:1.451156,231,231,231,665,645,651,145,-10,146,-998,0,-154,149,151,2,-8,-4,154,149,151,1000,-999,1000,
