Date,V1,V2,V3,I1,I2,I3,Total kW,Total kvar,Total kVA,Total PF,Frequency,kW L1,kW L2,kW L3,kvar L1,kvar L2,kvar L3,kVA L1,kVA L2,kVA L3,Power factor L1,Power factor L2,Power factor L3
2019-9-30 15:38:35.606733,237,237,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019-9-30 15:38:35.646395,237,237,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019-9-30 15:38:35.687058,237,237,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019-9-30 15:38:35.726717,237,237,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019-9-30 15:38:35.767277,237,237,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019-9-30 15:38:35.806416,237,237,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019-9-30 15:38:35.846420,237,237,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019-9-30 15:38:35.886602,237,237,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019-9-30 15:38:35.927078,237,237,237,0,0,0,5,0,5,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019-9-30 15:38:35.967963,232,232,231,677,655,664,148,-10,149,-998,0,-157,151,154,4,-10,-6,157,152,154,1000,-998,-999,
2019-9-30 15:38:36.11453,232,232,232,677,655,666,148,-10,149,-998,0,-157,152,154,2,-7,-4,157,152,154,1000,-999,1000,
2019-9-30 15:38:36.50467,232,232,231,680,657,664,149,-10,149,-998,0,-157,152,154,2,-8,-4,157,152,154,1000,-999,1000,
2019-9-30 15:38:36.89487,232,232,231,677,657,666,149,-10,149,-998,0,-157,152,154,2,-8,-4,157,152,154,1000,-999,1000,
2019-9-30 15:38:36.128398,232,232,231,680,657,666,149,-10,149,-998,0,-157,152,154,2,-8,-4,157,152,154,1000,-999,1000,
